iter	Passed	Remaining
137	29001	286233
138	29240	286303
139	29482	286399
140	29727	286521
141	29965	286574
142	30119	285818
143	30280	285138
144	30521	285214
145	30755	285222
146	30967	285027
147	31181	284844
148	31389	284612
149	31613	284518
150	31840	284457
151	32046	284205
152	32152	283071
153	32401	283197
154	32594	282837
155	32837	282911
156	33096	283114
157	33321	283023
158	33566	283101
159	33817	283218
160	33944	282304
161	34173	282251
162	34392	282104
163	34591	281797
164	34823	281750
165	35084	281946
166	35291	281695
167	35524	281659
168	35777	281775
169	36011	281737
170	36233	281607
171	36460	281505
172	36683	281378
173	36906	281250
174	37142	281221
175	37335	280866
176	37565	280789
177	37795	280702
178	38012	280527
179	38257	280551
180	38507	280611
181	38748	280604
182	39004	280707
183	39243	280678
184	39379	279911
185	39646	280082
186	39868	279935
187	40090	279778
188	40335	279788
189	40507	279291
190	40744	279241
191	40972	279126
192	41182	278886
193	41396	278678
194	41630	278607
195	41766	277875
196	42006	277837
197	42229	277693
198	42362	276955
199	42575	276737
200	42805	276636
201	43028	276490
202	43293	276609
203	43540	276612
204	43675	275903
205	43901	275771
206	44089	275400
207	44304	275199
208	44543	275146
209	44797	275181
210	45012	274981
211	45230	274799
212	45394	274286
213	45517	273529
214	45681	273028
215	45906	272889
216	46116	272658
217	46351	272578
218	46564	272372
219	46805	272324
220	46957	271759
221	47168	271537
222	47402	271446
223	47639	271374
224	47866	271241
225	47999	270581
226	48277	270735
227	48588	271074
228	48798	270841
229	49029	270726
230	49236	270480
231	49457	270312
232	49680	270152
233	49895	269949
234	50116	269774
235	50338	269608
236	50459	268902
237	50657	268614
238	50877	268436
239	51074	268140
240	51307	268033
241	51520	267818
242	51720	267540
243	51928	267302
244	52051	266633
245	52265	266424
246	52441	266029
247	52659	265845
248	52889	265724
249	53125	265626
250	53360	265527
251	53565	265277
252	53804	265192
253	53930	264554
254	54172	264491
255	54429	264494
256	54653	264334
257	54826	263931
258	55048	263762
259	55163	263086
260	55371	262857
261	55575	262604
262	55801	262458
263	56003	262199
264	56236	262082
265	56463	261939
266	56673	261717
267	56876	261463
268	57075	261188
269	57277	260929
270	57503	260779
271	57738	260673
272	57957	260492
273	58185	260349
274	58409	260187
275	58610	259924
276	58831	259751
277	59051	259572
278	59287	259464
279	59516	259322
280	59722	259079
281	59854	258521
282	59955	257830
283	60065	257181
284	60274	256961
285	60498	256801
286	60631	256257
287	60855	256102
288	61085	255969
289	61333	255906
290	61548	255710
291	61783	255599
292	62022	255497
293	62161	254989
294	62373	254779
295	62635	254772
296	62872	254666
297	63091	254482
298	63328	254372
299	63565	254263
300	63813	254193
301	64012	253931
302	64244	253797
303	64380	253285
304	64607	253136
305	64837	252992
306	65075	252883
307	65270	252606
308	65490	252423
309	65712	252251
310	65946	252123
311	66173	251966
312	66412	251860
313	66649	251741
314	66881	251600
315	67102	251423
316	67333	251280
317	67580	251194
318	67754	250839
319	67854	250213
320	68081	250056
321	68321	249946
322	68534	249738
323	68683	249296
324	68915	249156
325	69121	248922
326	69349	248769
327	69580	248622
328	69768	248324
329	70056	248380
330	70186	247880
331	70388	247632
332	70604	247433
333	70837	247293
334	71045	247066
335	71253	246842
336	71373	246314
337	71506	245829
338	71599	245213
339	71815	245016
340	71933	244489
341	72129	244226
342	72347	244042
343	72548	243797
344	72759	243585
345	72969	243371
346	73183	243171
347	73401	242982
348	73634	242845
349	73842	242624
350	74067	242460
351	74297	242310
352	74521	242141
353	74744	241968
354	74967	241797
355	75192	241628
356	75402	241414
357	75616	241211
358	75736	240710
359	75856	240211
360	76007	239812
361	76236	239662
362	76391	239276
363	76597	239051
364	76733	238609
365	76950	238421
366	77185	238285
367	77388	238053
368	77597	237840
369	77821	237670
370	78029	237452
371	78255	237290
372	78391	236854
373	78613	236682
374	78780	236342
375	78989	236127
376	79211	235954
377	79424	235752
378	79672	235654
379	79867	235398
380	80068	235163
381	80276	234944
382	80429	234568
383	80642	234366
384	80843	234130
385	81053	233922
386	81172	233449
387	81374	233217
388	81494	232752
389	81656	232406
390	81899	232291
391	82013	231814
392	82124	231327
393	82318	231078
394	82540	230903
395	82823	230901
396	83048	230738
397	83294	230629
398	83519	230464
399	83652	230045
400	83892	229918
401	84085	229667
402	84284	229430
403	84514	229278
404	84733	229094
405	84957	228925
406	85190	228778
407	85406	228587
408	85621	228393
409	85862	228268
410	86101	228136
411	86321	227955
412	86557	227814
413	86801	227697
414	87083	227677
415	87231	227304
416	87464	227155
417	87666	226926
418	87886	226742
419	88104	226553
420	88354	226446
421	88585	226291
422	88815	226132
423	89069	226035
424	89304	225887
425	89532	225722
426	89715	225443
427	89938	225265
428	90072	224866
429	90211	224480
430	90434	224303
431	90653	224114
432	90884	223957
433	91098	223757
434	91288	223498
435	91448	223168
436	91685	223024
437	91907	222844
438	92057	222489
439	92238	222210
440	92457	222023
441	92690	221869
442	92907	221677
443	93027	221253
444	93188	220929
445	93335	220572
446	93555	220389
447	93775	220204
448	93921	219848
449	94174	219739
450	94380	219524
451	94632	219413
452	94855	219235
453	95038	218965
454	95264	218793
455	95428	218481
456	95644	218287
457	95865	218104
458	96072	217889
459	96222	217546
460	96446	217371
461	96673	217201
462	96915	217065
463	97129	216867
464	97329	216636
465	97487	216312
466	97721	216160
467	97880	215838
468	98096	215644
469	98295	215413
470	98465	215119
471	98665	214890
472	98868	214668
473	99091	214488
474	99249	214170
475	99353	213735
476	99590	213586
477	99747	213267
478	99953	213053
479	100151	212822
480	100369	212632
481	100469	212195
482	100702	212038
483	100912	211832
484	101141	211666
485	101359	211478
486	101576	211288
487	101780	211070
488	101896	210668
489	102083	210417
490	102187	209995
491	102389	209772
492	102593	209557
493	102791	209328
494	102993	209108
495	103164	208825
496	103343	208558
497	103540	208328
498	103687	207998
499	103833	207666
500	104010	207398
501	104223	207200
502	104370	206873
503	104581	206673
504	104749	206387
505	104972	206210
506	105073	205795
507	105207	205444
508	105392	205194
509	105493	204780
510	105714	204601
511	105943	204438
512	106140	204212
513	106366	204041
514	106598	203881
515	106843	203748
516	107014	203471
517	107124	203081
518	107288	202794
519	107446	202494
520	107603	202195
521	107754	201885
522	107977	201709
523	108152	201445
524	108256	201047
525	108498	200907
526	108598	200506
527	108807	200305
528	108915	199918
529	109139	199746
530	109313	199481
531	109417	199091
532	109520	198698
533	109688	198425
534	109787	198028
535	109979	197799
536	110185	197594
537	110348	197315
538	110546	197096
539	110842	197053
540	111074	196896
541	111251	196639
542	111491	196496
543	111679	196260
544	111836	195971
545	112062	195801
546	112284	195625
547	112406	195276
548	112614	195074
549	112821	194874
550	113035	194684
551	113259	194511
552	113441	194265
553	113597	193977
554	113840	193836
555	114053	193644
556	114263	193447
557	114431	193179
558	114583	192885
559	114774	192656
560	114962	192423
561	115166	192217
562	115390	192043
563	115594	191838
564	115786	191611
565	116034	191478
566	116209	191222
567	116372	190949
568	116527	190662
569	116689	190388
570	116897	190188
571	117106	189991
572	117271	189722
573	117473	189512
574	117690	189327
575	117879	189099
576	118025	188800
577	118173	188505
578	118320	188208
579	118526	188007
580	118751	187835
581	118960	187639
582	119153	187415
583	119380	187248
584	119590	187052
585	119792	186843
586	119997	186640
587	120208	186445
588	120424	186259
589	120621	186043
590	120839	185859
591	121033	185639
592	121216	185402
593	121427	185206
594	121606	184964
595	121812	184762
596	122008	184546
597	122213	184341
598	122410	184126
599	122645	183968
600	122841	183750
601	123073	183588
602	123294	183407
603	123515	183227
604	123773	183102
605	124039	182989
606	124273	182827
607	124484	182631
608	124697	182438
609	124929	182274
610	125165	182114
611	125378	181921
612	125595	181734
613	125799	181527
614	126008	181329
615	126211	181121
616	126425	180929
617	126644	180745
618	126856	180549
619	127089	180384
620	127297	180185
621	127488	179959
622	127687	179746
623	127884	179530
624	128072	179300
625	128290	179114
626	128484	178895
627	128689	178690
628	128869	178449
629	129097	178277
630	129311	178085
631	129505	177865
632	129717	177670
633	129938	177486
634	130131	177266
635	130326	177046
636	130516	176822
637	130728	176626
638	130923	176408
639	131139	176218
640	131346	176016
641	131573	175841
642	131766	175619
643	131972	175416
644	132172	175205
645	132393	175021
646	132591	174807
647	132792	174597
648	132994	174388
649	133209	174196
650	133417	173996
651	133644	173819
652	133856	173624
653	134052	173407
654	134253	173197
655	134475	173014
656	134664	172789
657	134864	172577
658	135066	172369
659	135229	172110
660	135444	171917
661	135600	171650
662	135800	171440
663	136012	171244
664	136185	170999
665	136375	170777
666	136574	170564
667	136771	170350
668	136963	170129
669	137182	169942
670	137393	169745
671	137575	169512
672	137785	169314
673	137963	169076
674	138161	168863
675	138341	168628
676	138569	168452
677	138761	168233
678	138981	168046
679	139211	167872
680	139353	167592
681	139561	167391
682	139770	167192
683	139992	167008
684	140192	166798
685	140391	166587
686	140609	166398
687	140813	166192
688	141000	165966
689	141136	165681
690	141326	165460
691	141497	165217
692	141734	165049
693	141965	164876
694	142186	164690
695	142388	164482
696	142586	164271
697	142828	164109
698	143007	163875
699	143219	163679
700	143414	163463
701	143560	163192
702	143767	162991
703	143964	162778
704	144169	162573
705	144401	162400
706	144612	162202
707	144790	161969
708	144986	161754
709	145199	161559
710	145435	161390
711	145613	161156
712	145822	160957
713	146026	160751
714	146221	160536
715	146442	160350
716	146637	160135
717	146823	159911
718	147031	159710
719	147196	159462
720	147394	159251
721	147608	159057
722	147813	158853
723	148015	158645
724	148247	158471
725	148446	158261
726	148628	158032
727	148843	157839
728	149050	157637
729	149245	157423
730	149454	157223
731	149706	157069
732	149943	156898
733	150169	156716
734	150380	156518
735	150591	156320
736	150790	156110
737	150996	155907
738	151195	155696
739	151416	155508
740	151630	155314
741	151834	155108
742	152065	154931
743	152274	154730
744	152481	154528
745	152687	154324
746	152909	154137
747	153129	153948
748	153306	153715
749	153516	153516
750	153676	153267
751	153877	153058
752	154067	152840
753	154265	152628
754	154453	152407
755	154674	152219
756	154889	152024
757	155085	151812
758	155285	151602
759	155509	151417
760	155728	151226
761	155954	151042
762	156177	150855
763	156385	150654
764	156615	150473
765	156842	150290
766	157058	150096
767	157290	149917
768	157522	149738
769	157757	149562
770	157972	149367
771	158203	149186
772	158423	148996
773	158670	148830
774	158909	148657
775	159143	148479
776	159388	148310
777	159621	148131
778	159855	147953
779	160051	147739
780	160271	147547
781	160478	147344
782	160701	147155
783	160921	146964
784	161130	146761
785	161358	146577
786	161585	146391
787	161780	146177
788	161979	145966
789	162225	145797
790	162431	145592
791	162637	145388
792	162823	145165
793	163009	144942
794	163224	144745
795	163438	144548
796	163650	144349
797	163878	144164
798	164114	143985
799	164337	143795
800	164564	143608
801	164762	143396
802	164976	143199
803	165191	143001
804	165424	142819
805	165646	142628
806	165878	142445
807	166126	142276
808	166369	142103
809	166548	141874
810	166738	141655
811	166993	141491
812	167212	141297
813	167389	141067
814	167613	140877
815	167825	140677
816	168068	140502
817	168294	140313
818	168514	140120
819	168790	139972
820	168990	139762
821	169223	139578
822	169406	139353
823	169612	139148
824	169807	138933
825	170014	138728
826	170249	138546
827	170469	138351
828	170649	138124
829	170854	137918
830	171063	137715
831	171241	137486
832	171453	137286
833	171662	137082
834	171869	136877
835	172065	136664
836	172267	136455
837	172436	136220
838	172660	136029
839	172893	135844
840	173127	135661
841	173331	135453
842	173526	135239
843	173738	135038
844	173969	134852
845	174173	134644
846	174394	134450
847	174600	134244
848	174818	134047
849	175036	133851
850	175266	133663
851	175475	133460
852	175659	133237
853	175832	133006
854	176047	132807
855	176241	132592
856	176409	132358
857	176588	132132
858	176802	131933
859	177024	131739
860	177225	131530
861	177430	131323
862	177637	131118
863	177843	130912
864	178025	130689
865	178202	130462
866	178379	130235
867	178577	130024
868	178738	129785
869	178951	129585
870	179161	129382
871	179351	129165
872	179548	128953
873	179791	128775
874	179986	128561
875	180219	128375
876	180429	128172
877	180661	127985
878	180856	127772
879	181062	127566
880	181276	127366
881	181477	127157
882	181658	126934
883	181877	126738
884	182096	126541
885	182301	126335
886	182517	126137
887	182749	125949
888	182941	125733
889	183174	125546
890	183334	125309
891	183542	125105
892	183740	124894
893	183957	124696
894	184183	124504
895	184379	124291
896	184598	124094
897	184816	123896
898	185030	123696
899	185241	123494
900	185446	123288
901	185672	123095
902	185885	122894
903	186078	122680
904	186306	122488
905	186514	122284
906	186724	122080
907	186944	121884
908	187107	121650
909	187312	121444
910	187512	121234
911	187726	121034
912	187944	120836
913	188152	120631
914	188368	120432
915	188595	120239
916	188824	120048
917	189007	119828
918	189209	119620
919	189410	119411
920	189610	119201
921	189837	119008
922	190082	118827
923	190311	118635
924	190528	118436
925	190734	118230
926	190956	118034
927	191194	117848
928	191423	117656
929	191637	117455
930	191822	117236
931	192024	117027
932	192221	116815
933	192440	116618
934	192634	116405
935	192838	116197
936	193055	115998
937	193257	115789
938	193471	115588
939	193684	115386
940	193891	115180
941	194108	114981
942	194345	114793
943	194571	114599
944	194778	114393
945	194980	114185
946	195169	113969
947	195386	113769
948	195603	113569
949	195803	113359
950	196004	113151
951	196200	112939
952	196400	112729
953	196596	112517
954	196801	112310
955	197019	112111
956	197211	111897
957	197409	111686
958	197606	111475
959	197826	111277
960	198044	111078
961	198256	110875
962	198442	110657
963	198648	110451
964	198852	110244
965	199086	110054
966	199280	109841
967	199484	109633
968	199691	109428
969	199863	109203
970	200071	108998
971	200276	108792
972	200431	108558
973	200629	108348
974	200844	108147
975	201053	107942
976	201261	107737
977	201464	107530
978	201660	107318
979	201895	107128
980	202113	106928
981	202333	106729
982	202560	106534
983	202750	106320
984	202962	106117
985	203177	105916
986	203398	105718
987	203610	105514
988	203809	105305
989	204024	105103
990	204236	104900
991	204446	104696
992	204662	104495
993	204870	104290
994	205083	104087
995	205297	103885
996	205522	103688
997	205743	103490
998	205943	103280
999	206129	103064
1000	206329	102855
1001	206546	102654
1002	206759	102452
1003	206958	102242
1004	207160	102034
1005	207350	101820
1006	207542	101606
1007	207764	101408
1008	208002	101218
1009	208206	101010
1010	208394	100796
1011	208608	100593
1012	208820	100390
1013	209024	100183
1014	209222	99973
1015	209420	99763
1016	209621	99554
1017	209827	99348
1018	210046	99148
1019	210257	98944
1020	210469	98741
1021	210662	98529
1022	210888	98332
1023	211087	98122
1024	211307	97923
1025	211500	97710
1026	211701	97502
1027	211897	97291
1028	212123	97094
1029	212363	96903
1030	212559	96692
1031	212754	96481
1032	212943	96267
1033	213134	96054
1034	213340	95848
1035	213528	95634
1036	213725	95424
1037	213969	95235
1038	214189	95034
1039	214442	94849
1040	214656	94646
1041	214863	94441
1042	215084	94241
1043	215349	94060
1044	215542	93848
1045	215757	93646
1046	215968	93442
1047	216188	93241
1048	216389	93033
1049	216631	92842
1050	216867	92648
1051	217082	92445
1052	217277	92234
1053	217478	92026
1054	217690	91821
1055	217909	91620
1056	218135	91422
1057	218334	91213
1058	218536	91005
1059	218730	90793
1060	218914	90578
1061	219132	90376
1062	219361	90179
1063	219576	89976
1064	219785	89771
1065	219980	89560
1066	220176	89349
1067	220355	89132
1068	220569	88929
1069	220808	88736
1070	221015	88530
1071	221235	88329
1072	221445	88123
1073	221652	87917
1074	221854	87710
1075	222054	87501
1076	222267	87297
1077	222455	87083
1078	222657	86875
1079	222859	86667
1080	223071	86463
1081	223260	86250
1082	223475	86047
1083	223685	85842
1084	223907	85642
1085	224102	85431
1086	224306	85224
1087	224508	85016
1088	224725	84813
1089	224918	84602
1090	225108	84389
1091	225326	84188
1092	225525	83979
1093	225736	83774
1094	225948	83569
1095	226145	83360
1096	226355	83155
1097	226555	82946
1098	226752	82736
1099	226974	82536
1100	227205	82338
1101	227398	82127
1102	227595	81917
1103	227803	81711
1104	228015	81507
1105	228233	81305
1106	228436	81098
1107	228662	80898
1108	228880	80696
1109	229091	80491
1110	229321	80293
1111	229549	80094
1112	229753	79887
1113	229923	79668
1114	230127	79461
1115	230302	79243
1116	230506	79036
1117	230708	78828
1118	230914	78622
1119	231127	78418
1120	231328	78210
1121	231553	78010
1122	231767	77806
1123	231985	77603
1124	232208	77402
1125	232410	77194
1126	232630	76993
1127	232837	76786
1128	233070	76589
1129	233279	76383
1130	233486	76177
1131	233698	75972
1132	233885	75759
1133	234094	75554
1134	234316	75352
1135	234535	75150
1136	234743	74944
1137	234945	74736
1138	235135	74525
1139	235333	74315
1140	235531	74106
1141	235749	73903
1142	235950	73695
1143	236130	73481
1144	236347	73278
1145	236548	73070
1146	236776	72870
1147	236973	72660
1148	237172	72452
1149	237391	72249
1150	237602	72044
1151	237803	71836
1152	237985	71622
1153	238193	71416
1154	238410	71213
1155	238621	71008
1156	238841	70806
1157	239020	70591
1158	239223	70384
1159	239430	70177
1160	239620	69966
1161	239828	69760
1162	240019	69550
1163	240222	69342
1164	240450	69142
1165	240645	68932
1166	240817	68716
1167	241053	68518
1168	241271	68315
1169	241472	68107
1170	241672	67899
1171	241874	67691
1172	242097	67489
1173	242333	67291
1174	242533	67083
1175	242722	66872
1176	242930	66666
1177	243111	66453
1178	243295	66240
1179	243516	66038
1180	243724	65832
1181	243962	65634
1182	244173	65429
1183	244396	65227
1184	244618	65025
1185	244832	64820
1186	245177	64650
1187	245629	64508
1188	246110	64373
1189	246564	64231
1190	246948	64069
1191	247339	63909
1192	247686	63738
1193	248081	63578
1194	248477	63419
1195	248869	63257
1196	249278	63100
1197	249688	62943
1198	250127	62792
1199	250497	62624
1200	250866	62455
1201	251277	62296
1202	251762	62155
1203	252126	61984
1204	252535	61824
1205	252926	61658
1206	253276	61482
1207	253698	61324
1208	254096	61159
1209	254556	61009
1210	254975	60848
1211	255466	60705
1212	255890	60544
1213	256288	60377
1214	256666	60205
1215	257082	60042
1216	257528	59885
1217	257941	59720
1218	258331	59549
1219	258778	59391
1220	259195	59226
1221	259546	59045
1222	259938	58874
1223	260281	58690
1224	260676	58519
1225	261052	58342
1226	261488	58179
1227	261902	58011
1228	262355	57850
1229	262728	57672
1230	263156	57505
1231	263569	57334
1232	263941	57155
1233	264380	56989
1234	264785	56816
1235	265157	56635
1236	265540	56456
1237	265981	56290
1238	266388	56115
1239	266829	55948
1240	267282	55782
1241	267699	55609
1242	268082	55428
1243	268468	55247
1244	268897	55075
1245	269297	54897
1246	269693	54717
1247	270079	54535
1248	270477	54355
1249	270881	54176
1250	271250	53989
1251	271659	53811
1252	272050	53628
1253	272436	53444
1254	272821	53259
1255	273189	53071
1256	273577	52887
1257	273958	52701
1258	274348	52516
1259	274752	52333
1260	275151	52150
1261	275533	51962
1262	275932	51778
1263	276315	51590
1264	276731	51408
1265	277092	51216
1266	277501	51032
1267	277953	50855
1268	278408	50679
1269	278872	50504
1270	279303	50322
1271	279726	50139
1272	280153	49956
1273	280564	49770
1274	280969	49582
1275	281411	49401
1276	281823	49214
1277	282207	49021
1278	282630	48835
1279	283054	48649
1280	283470	48462
1281	283900	48276
1282	284326	48089
1283	284774	47906
1284	285173	47713
1285	285570	47521
1286	286028	47338
1287	286423	47144
1288	286822	46950
1289	287204	46754
1290	287558	46552
1291	287942	46356
1292	288400	46170
1293	288782	45973
1294	289172	45776
1295	289580	45582
1296	290007	45390
1297	290414	45195
1298	290771	44992
1299	291244	44806
1300	291627	44607
1301	292030	44410
1302	292432	44212
1303	292836	44015
1304	293221	43814
1305	293635	43618
1306	294043	43420
1307	294401	43214
1308	294786	43013
1309	295198	42815
1310	295582	42612
1311	295931	42404
1312	296366	42209
1313	296760	42007
1314	297138	41802
1315	297507	41596
1316	297918	41396
1317	298325	41195
1318	298801	41003
1319	299261	40808
1320	299644	40602
1321	300073	40403
1322	300486	40201
1323	300911	40000
1324	301283	39792
1325	301649	39582
1326	302036	39376
1327	302415	39168
1328	302781	38958
1329	303168	38750
1330	303544	38541
1331	303923	38332
1332	304298	38122
1333	304725	37919
1334	305106	37709
1335	305500	37501
1336	305946	37299
1337	306333	37089
1338	306726	36880
1339	307160	36675
1340	307541	36464
1341	307937	36254
1342	308310	36042
1343	308652	35825
1344	309072	35617
1345	309444	35404
1346	309895	35199
1347	310280	34987
1348	310672	34775
1349	311074	34563
1350	311483	34353
1351	311930	34146
1352	312346	33935
1353	312767	33725
1354	313177	33513
1355	313626	33305
1356	313973	33086
1357	314352	32870
1358	314751	32656
1359	315138	32440
1360	315534	32225
1361	315979	32015
1362	316339	31796
1363	316755	31582
1364	317115	31363
1365	317534	31149
1366	317927	30932
1367	318251	30708
1368	318641	30490
1369	319056	30275
1370	319445	30057
1371	319876	29842
1372	320289	29626
1373	320731	29412
1374	321129	29193
1375	321536	28975
1376	321946	28757
1377	322341	28538
1378	322731	28317
1379	323149	28099
1380	323537	27879
1381	323929	27658
1382	324345	27439
1383	324728	27217
1384	325147	26997
1385	325522	26774
1386	325954	26555
1387	326322	26331
1388	326692	26107
1389	327075	25883
1390	327426	25657
1391	327824	25434
1392	328201	25210
1393	328560	24983
1394	328970	24761
1395	329347	24535
1396	329719	24310
1397	330163	24089
1398	330625	23869
1399	331041	23645
1400	331461	23422
1401	331885	23198
1402	332318	22975
1403	332759	22752
1404	333155	22526
1405	333593	22302
1406	333970	22074
1407	334402	21850
1408	334817	21624
1409	335206	21396
1410	335587	21167
1411	336028	20942
1412	336400	20712
1413	336794	20483
1414	337171	20254
1415	337576	20025
1416	337968	19796
1417	338370	19567
1418	338836	19341
1419	339263	19113
1420	339658	18883
1421	340054	18652
1422	340393	18419
1423	340739	18185
1424	341222	17959
1425	341606	17727
1426	342003	17495
1427	342399	17263
1428	342790	17031
1429	343172	16798
1430	343539	16564
1431	344051	16337
1432	344458	16105
1433	344888	15873
1434	345244	15638
1435	345653	15405
1436	346082	15172
1437	346472	14938
1438	346766	14699
1439	347147	14464
1440	347508	14228
1441	347908	13993
1442	348279	13757
1443	348645	13520
1444	349018	13284
1445	349389	13047
1446	349820	12813
1447	350217	12576
1448	350613	12340
1449	351093	12106
1450	351478	11869
1451	351871	11632
1452	352269	11394
1453	352665	11157
1454	353094	10920
1455	353466	10681
1456	353877	10443
1457	354299	10206
1458	354689	9967
1459	355120	9729
1460	355524	9490
1461	355907	9250
1462	356331	9011
1463	356743	8772
1464	357202	8533
1465	357586	8293
1466	357981	8052
1467	358379	7812
1468	358759	7570
1469	359171	7330
1470	359595	7089
1471	359970	6847
1472	360352	6605
1473	360748	6363
1474	361127	6120
1475	361490	5877
1476	361904	5635
1477	362289	5392
1478	362778	5151
1479	363210	4908
1480	363617	4664
1481	364064	4421
1482	364482	4178
1483	364854	3933
1484	365237	3689
1485	365645	3444
1486	366012	3199
1487	366397	2954
1488	366767	2709
1489	367163	2464
1490	367575	2218
1491	367988	1973
1492	368397	1727
1493	368781	1481
1494	369134	1234
1495	369500	987
1496	369873	741
1497	370236	494
1498	370717	247
1499	371099	0
