iter	F1	Logloss
227	0.9638078109	0.1854586976
228	0.9638078109	0.1854525947
229	0.9638057764	0.1854398955
230	0.9638057764	0.1854352039
231	0.96381188	0.1853994922
232	0.9638200184	0.1853564528
233	0.9638200184	0.1853354884
234	0.9638179838	0.1853256699
235	0.9638200184	0.1853072648
236	0.9638200184	0.1853064223
237	0.9638261222	0.1852857725
238	0.9638281568	0.1852574801
239	0.963822053	0.1852470317
240	0.963822053	0.1852286364
241	0.9638281568	0.1852050036
242	0.9638281568	0.1852011406
243	0.9638281568	0.1851912309
244	0.9638281568	0.185191066
245	0.9638301915	0.1851812059
246	0.9638301915	0.1851693158
247	0.9638301915	0.1851522399
248	0.9638301915	0.1851380388
249	0.9638301915	0.1848623044
250	0.9638301915	0.1848517205
251	0.9638301915	0.1848425429
252	0.9638301915	0.1848354834
253	0.9638342608	0.1848267542
254	0.9638342608	0.1848036314
255	0.9638383301	0.184760033
256	0.9638383301	0.184757293
257	0.9638383301	0.1847551931
258	0.9638383301	0.1847493559
259	0.9638383301	0.1847488515
260	0.9638403648	0.1847364638
261	0.9638403648	0.1847289692
262	0.9638403648	0.1847160612
263	0.9638383301	0.1846992582
264	0.963851454	0.184659736
265	0.9638534887	0.1846499653
266	0.9638595928	0.1846281637
267	0.9638595928	0.1846156014
268	0.9638595928	0.1846136238
269	0.9638616275	0.1846069884
270	0.9638616275	0.184599847
271	0.9638595928	0.1845851043
272	0.9638616275	0.1845510936
273	0.9638616275	0.1845446952
274	0.9638878745	0.1845362033
275	0.9638899092	0.1845235166
276	0.9638788206	0.1844944287
277	0.9638788206	0.1844749689
278	0.9638788206	0.1844588331
279	0.9638788206	0.1844529799
280	0.9638788206	0.1844406629
281	0.9638788206	0.1844406161
282	0.9638788206	0.1844406158
283	0.9638788206	0.1844396683
284	0.9638860448	0.1842233681
285	0.9638880796	0.1842086324
286	0.9638880796	0.1842078672
287	0.9638901145	0.184176807
288	0.9638901145	0.1841652761
289	0.9638921493	0.1841439163
290	0.9638921493	0.1841392768
291	0.9638921493	0.184136119
292	0.9638921493	0.1841248186
293	0.9638880796	0.1841220528
294	0.9638901145	0.1841151206
295	0.9639034441	0.1838598862
296	0.9639034441	0.1838529768
297	0.9639054791	0.1838363604
298	0.9639186031	0.1838143973
299	0.9639276569	0.1837876376
300	0.9639276569	0.1837765929
301	0.9639276569	0.1837686268
302	0.9639165681	0.1837546916
303	0.9639165681	0.1837546856
304	0.9639256219	0.1837388201
305	0.9639256219	0.1837299359
306	0.9639317268	0.1836767454
307	0.9639317268	0.183661025
308	0.9639317268	0.1836505033
309	0.9639337617	0.1836413387
310	0.9639337617	0.1835492827
311	0.9639337617	0.1835443778
312	0.9639419017	0.1835196362
313	0.9639419017	0.1835053968
314	0.9639419017	0.183495141
315	0.9639439367	0.1834659081
316	0.9639459717	0.1834529949
317	0.9639459717	0.183437582
318	0.9639459717	0.1834375749
319	0.9639459717	0.183437573
320	0.9639459717	0.1834163908
321	0.9639439367	0.1834025683
322	0.9639439367	0.1833836161
323	0.9639439367	0.1833832294
324	0.9639439367	0.18337742
325	0.9639439367	0.1833711258
326	0.9639439367	0.1833661219
327	0.9639439367	0.1833619261
328	0.9639439367	0.1833553218
329	0.9639298992	0.1833064172
330	0.9639298992	0.1833060397
331	0.9639319343	0.1832929755
332	0.9639339694	0.1832652337
333	0.9639339694	0.1832520807
334	0.9639339694	0.1832465682
335	0.9639339694	0.1832166111
336	0.9639339694	0.1832139061
337	0.9639339694	0.1832138742
338	0.9639339694	0.1832138724
339	0.9639339694	0.1831746615
340	0.9639339694	0.183174352
341	0.9639339694	0.183158653
342	0.9639450583	0.1830313783
343	0.9639450583	0.183024262
344	0.9639450583	0.1830163664
345	0.9639450583	0.1830064752
346	0.9639541119	0.1829643771
347	0.9639783232	0.1829475215
348	0.9639783232	0.1829378061
349	0.9639672353	0.1829130459
350	0.9639823934	0.1828967751
351	0.9639823934	0.1828923731
352	0.9639864635	0.1828861147
353	0.9639864635	0.1828703793
354	0.9639884986	0.1828580608
355	0.9639884986	0.1828465078
356	0.9639884986	0.1828253978
357	0.9639884986	0.1828115204
358	0.9639884986	0.18281152
359	0.9639884986	0.1828115138
360	0.9639884986	0.1828113242
361	0.9639905337	0.1827917389
362	0.9639905337	0.1827917314
363	0.9639925688	0.1827810639
364	0.9639925688	0.182780517
365	0.9639925688	0.182766559
366	0.9639925688	0.1827549178
367	0.9639925688	0.1827446271
368	0.9639925688	0.1827350476
369	0.9639925688	0.1827265468
370	0.9639925688	0.1827233082
371	0.9639925688	0.1827073953
372	0.9639946039	0.1827009107
373	0.9639966391	0.1825984853
374	0.9639966391	0.1825957911
375	0.9639946039	0.1825837823
376	0.963983516	0.1823751465
377	0.9639855512	0.1823622528
378	0.9639744629	0.1823110511
379	0.9639744629	0.1823034773
380	0.9639744629	0.1822861516
381	0.9639875863	0.1822640461
382	0.9639875863	0.1822640158
383	0.9639875863	0.1822461779
384	0.9639875863	0.1822378719
385	0.9639855512	0.1820767559
386	0.9639855512	0.1820766282
387	0.9639875863	0.1820745864
388	0.9639875863	0.1820745864
389	0.9639875863	0.182074332
390	0.9640027445	0.1819830614
391	0.9640027445	0.1819830613
392	0.9640027445	0.1819830573
393	0.9640027445	0.1819798072
394	0.9640047797	0.1819680755
395	0.9640047797	0.1819586337
396	0.9640068148	0.1819414482
397	0.96400885	0.1819132203
398	0.96400885	0.181877651
399	0.96400885	0.1818776508
400	0.9640169908	0.1818615484
401	0.9640169908	0.1818609991
402	0.9640169908	0.181856924
403	0.9640149556	0.1818387396
404	0.9640149556	0.1818344783
405	0.9640149556	0.1818257226
406	0.9640129204	0.1817341726
407	0.9640149556	0.1817187589
408	0.9640149556	0.1817132747
409	0.9640149556	0.1816981249
410	0.9640149556	0.1816930305
411	0.9640129204	0.1816592824
412	0.9640169908	0.1816355228
413	0.9640210613	0.1814255514
414	0.9640210613	0.1811802964
415	0.9640210613	0.1811802959
416	0.9640230965	0.1811753358
417	0.9640230965	0.1811743003
418	0.9640251317	0.1811635409
419	0.9640292023	0.18115207
420	0.964027167	0.181119817
421	0.964027167	0.1811186255
422	0.964027167	0.1810977703
423	0.9640292023	0.1809139686
424	0.9640312375	0.1808962351
425	0.9640332728	0.1808835478
426	0.9640332728	0.1808830413
427	0.9640353081	0.1808696414
428	0.9640353081	0.180869612
429	0.9640353081	0.1808693993
430	0.9640373434	0.1808549863
431	0.9640353081	0.1808400831
432	0.9640332728	0.1808095591
433	0.9640373434	0.1807815228
434	0.9640373434	0.180781407
435	0.9640373434	0.180781396
436	0.9640393787	0.1807534129
437	0.9640393787	0.1807484153
438	0.9640393787	0.180748267
439	0.9640393787	0.1807480086
440	0.9640393787	0.1807471044
441	0.9640393787	0.1807470978
442	0.9640484309	0.1807137141
443	0.9640484309	0.1807137116
444	0.9640484309	0.180713709
445	0.9640484309	0.1807127075
446	0.9640504662	0.1807062545
447	0.9640504662	0.1807057066
448	0.9640504662	0.1807057026
449	0.9640565721	0.1805014564
450	0.9640606428	0.1804962529
451	0.9640495554	0.1803139386
452	0.96404752	0.1803034165
453	0.96404752	0.1803027874
454	0.9640556615	0.1802820309
455	0.9640556615	0.1802811516
456	0.9640597322	0.1802630411
457	0.9640597322	0.1802616903
458	0.9640597322	0.1802607346
459	0.9640597322	0.1802607334
460	0.964072855	0.1802361875
461	0.9640769258	0.1802258555
462	0.9640769258	0.1802193127
463	0.9640769258	0.180206474
464	0.9640769258	0.1802054982
465	0.9640769258	0.180204814
466	0.9640769258	0.1801272192
467	0.9640769258	0.1801269094
468	0.9640789613	0.1801240136
469	0.9640809967	0.1801222492
470	0.9640809967	0.1801210889
471	0.9640809967	0.1801204451
472	0.9640809967	0.1801191806
473	0.9640809967	0.1801182719
474	0.9640809967	0.1801180104
475	0.9640809967	0.1801180103
476	0.9640891385	0.1800976719
477	0.9640891385	0.1800971291
478	0.9640891385	0.1800932834
479	0.9640891385	0.1800921777
480	0.964087103	0.1800675266
481	0.964087103	0.1800675263
482	0.964087103	0.1800671881
483	0.9640891385	0.1800625501
484	0.964091174	0.180038708
485	0.964091174	0.1800286723
486	0.964091174	0.1800280001
487	0.964091174	0.1800234214
488	0.964091174	0.1800234213
489	0.964091174	0.1800223617
490	0.964091174	0.1800223612
491	0.964091174	0.1800172232
492	0.964091174	0.180017209
493	0.964091174	0.1800167353
494	0.964091174	0.1800117751
495	0.964091174	0.1800060924
496	0.964091174	0.1800060103
497	0.964091174	0.1800060025
498	0.964091174	0.1800059669
499	0.964091174	0.1800057454
500	0.964091174	0.180004671
501	0.964091174	0.1800041005
502	0.964091174	0.1800040988
503	0.9640952449	0.1799965922
504	0.9640952449	0.179995609
505	0.9641013515	0.1799647473
506	0.9641013515	0.1799647472
507	0.9641013515	0.1799647094
508	0.9641013515	0.1799642528
509	0.9641013515	0.1799642526
510	0.964103387	0.1799019572
511	0.9641054225	0.1798782994
512	0.9641054225	0.1798780773
513	0.9641054225	0.1798696321
514	0.9641054225	0.1798695716
515	0.964107458	0.1798650409
516	0.964107458	0.1798640404
517	0.964107458	0.1798640403
518	0.964107458	0.1798634478
519	0.964107458	0.1798633886
520	0.964107458	0.1798633752
521	0.964107458	0.1798633699
522	0.9641094936	0.179846321
523	0.9641094936	0.1798458541
524	0.9641094936	0.1798458541
525	0.9641094936	0.1798254532
526	0.9641094936	0.1798254532
527	0.9641094936	0.1798248801
528	0.9641094936	0.1798248797
529	0.9641115292	0.1798035854
530	0.9641115292	0.1798026513
531	0.9641115292	0.1798026513
532	0.9641115292	0.1798026509
533	0.9641115292	0.1797977462
534	0.9641115292	0.1797977457
535	0.9641156003	0.1797739438
536	0.9641176359	0.1797717496
537	0.9641176359	0.1797717479
538	0.9641176359	0.1797631095
539	0.9641196715	0.1796144553
540	0.9641196715	0.1796136855
541	0.9641196715	0.1796132501
542	0.9641196715	0.1795938122
543	0.9641196715	0.1795935639
544	0.9641196715	0.1795935379
545	0.9641298496	0.1795767244
546	0.9641339209	0.1795666083
547	0.9641339209	0.1795666074
548	0.9641400279	0.1795601561
549	0.9641400279	0.179557163
550	0.9641400279	0.1795551434
551	0.9641400279	0.1795478993
552	0.9641400279	0.1795441383
553	0.9641400279	0.179543764
554	0.9641420636	0.1795380415
555	0.9641420636	0.1795380265
556	0.9641420636	0.1795252807
557	0.9641420636	0.1795252741
558	0.9641440993	0.1795248583
559	0.9641440993	0.1795216634
560	0.9641440993	0.1795205515
561	0.9641440993	0.1795186079
562	0.9641440993	0.1794955404
563	0.9641440993	0.1794938924
564	0.9641440993	0.1794933678
565	0.9641440993	0.17949264
566	0.9641440993	0.1794867355
567	0.9641440993	0.1794860913
568	0.9641440993	0.1794855834
569	0.9641440993	0.1794851676
570	0.9641440993	0.1794806106
571	0.9641440993	0.1794730035
572	0.9641440993	0.1794721332
573	0.9641481707	0.1794672804
574	0.9641481707	0.1794631689
575	0.9641481707	0.1794627029
576	0.9641481707	0.179462332
577	0.9641481707	0.1794618719
578	0.9641481707	0.1794618165
579	0.9641481707	0.1794589525
580	0.9641502064	0.1794471015
581	0.9641522421	0.1793900553
582	0.9641522421	0.1793817713
583	0.9641542779	0.1793609849
584	0.9641542779	0.1793546278
585	0.9641542779	0.1793405098
586	0.9641542779	0.1793398424
587	0.9641542779	0.1793257547
588	0.9641542779	0.1793142868
589	0.9641542779	0.1793135944
590	0.9641563136	0.1793100622
591	0.9641563136	0.1793053985
592	0.9641563136	0.1793035182
593	0.9641563136	0.1792874012
594	0.9641563136	0.1792873457
595	0.9641563136	0.179277158
596	0.9641563136	0.1792638297
597	0.9641563136	0.1792585444
598	0.9641563136	0.1792575615
599	0.9641522421	0.179235767
600	0.9641522421	0.1792311254
601	0.9641522421	0.1792262732
602	0.9641542779	0.1792105517
603	0.9641542779	0.179207649
604	0.9641542779	0.1792006686
605	0.9641522421	0.1791922647
606	0.9641522421	0.179188455
607	0.9641542779	0.1791806676
608	0.9641542779	0.1791711337
609	0.9641542779	0.179153537
610	0.9641542779	0.1791527461
611	0.9641542779	0.1791422758
612	0.9641542779	0.1791314154
613	0.9641542779	0.1791066457
614	0.9641542779	0.1790955959
615	0.9641542779	0.1790882224
616	0.9641542779	0.1790756311
617	0.9641563136	0.1790710153
618	0.9641583494	0.1790672344
619	0.9641583494	0.1790586108
620	0.9641583494	0.1790527829
621	0.9641583494	0.1790370715
622	0.9641603851	0.1790342317
623	0.9641603851	0.1790303568
624	0.9641603851	0.1790289888
625	0.9641644567	0.1790030453
626	0.9641644567	0.178997248
627	0.9641685283	0.1789644191
628	0.9641685283	0.1789640807
629	0.9641827791	0.1789131078
630	0.9641787074	0.1788884534
631	0.9641827791	0.1788757904
632	0.9641807432	0.1788694008
633	0.9641807432	0.1788346268
634	0.964184815	0.1788299226
635	0.9641787074	0.178820299
636	0.9641787074	0.1787878736
637	0.9641787074	0.1787659915
638	0.9641787074	0.1787649201
639	0.9641787074	0.1787566205
640	0.9641787074	0.1787316006
641	0.9641787074	0.1786978155
642	0.9641787074	0.1786968999
643	0.9641787074	0.1786903214
644	0.9641787074	0.1786855425
645	0.9641766716	0.1786271826
646	0.9641766716	0.1786108757
647	0.9641766716	0.178597578
648	0.9641766716	0.1785923983
649	0.9641766716	0.178583858
650	0.9641766716	0.1785508284
651	0.9641766716	0.1785372414
652	0.9641766716	0.1785035542
653	0.9641766716	0.1784989424
654	0.9641766716	0.1784826677
655	0.9641766716	0.1784672175
656	0.9641827791	0.1784389859
657	0.9641807432	0.1784280136
658	0.9641807432	0.1784234864
659	0.9641827791	0.178419335
660	0.9641827791	0.1784041398
661	0.9641827791	0.1784003163
662	0.9641827791	0.1783958308
663	0.964184815	0.178386732
664	0.9641868508	0.1783782975
665	0.9641868508	0.1783647992
666	0.9641868508	0.1783565291
667	0.9641888867	0.1783507875
668	0.9641949944	0.1783476342
669	0.9641990663	0.1783314916
670	0.9642031382	0.1783255001
671	0.9642031382	0.1783254914
672	0.9642011022	0.1783166308
673	0.9642011022	0.1783104169
674	0.9642011022	0.1783047183
675	0.9642011022	0.1783041471
676	0.9641990663	0.1782941047
677	0.9641990663	0.1782934941
678	0.9641990663	0.1782929987
679	0.9641990663	0.1782908681
680	0.9641990663	0.1782908656
681	0.9641990663	0.178287638
682	0.9641990663	0.1782742794
683	0.9641970304	0.1782530758
684	0.9641949944	0.178238487
685	0.9641970304	0.1782302385
686	0.9641990663	0.1782196365
687	0.9642051741	0.1781807718
688	0.9642051741	0.1781777891
689	0.9642051741	0.1781777889
690	0.9642051741	0.1781648809
691	0.9642051741	0.1781646013
692	0.9642031382	0.1781528508
693	0.9642051741	0.1781318947
694	0.9642051741	0.1780945935
695	0.9642072101	0.1780913794
696	0.9642072101	0.1780751072
697	0.9642092461	0.1780613179
698	0.9642092461	0.1780612869
699	0.9642092461	0.1780517901
700	0.9642092461	0.1780508383
701	0.9642092461	0.178050822
702	0.9642092461	0.1780468511
703	0.9642092461	0.1780378337
704	0.9642072101	0.1780289585
705	0.9642072101	0.1780005167
706	0.9642092461	0.1779981725
707	0.9642092461	0.1779981723
708	0.9642092461	0.1779894146
709	0.964215354	0.1779839169
710	0.964215354	0.1779652835
711	0.964215354	0.1779640948
712	0.964215354	0.1779392909
713	0.964215354	0.1779284842
714	0.964215354	0.1779087733
715	0.964215354	0.1778845089
716	0.96421739	0.1778808719
717	0.9642234981	0.1778739907
718	0.9642234981	0.1778407714
719	0.9642214621	0.1778157963
720	0.9642214621	0.1778050746
721	0.9642214621	0.1778016121
722	0.9642214621	0.1777943894
723	0.9642234981	0.1777768923
724	0.9642234981	0.1777664774
725	0.9642214621	0.1777544651
726	0.9642214621	0.1777444892
727	0.9642214621	0.1777375221
728	0.9642234981	0.1777222144
729	0.9642234981	0.1777199683
730	0.9642255341	0.1777093763
731	0.9642255341	0.1777062728
732	0.9642255341	0.1776964034
733	0.9642255341	0.1776632638
734	0.9642255341	0.17766055
735	0.9642255341	0.1776439177
736	0.9642255341	0.1776263095
737	0.9642255341	0.1776208389
738	0.9642275702	0.1776129935
739	0.9642275702	0.1776128816
740	0.9642275702	0.1775976214
741	0.9642296062	0.1775953689
742	0.9642296062	0.1775825244
743	0.9642296062	0.1775803655
744	0.9642296062	0.1775678104
745	0.9642296062	0.1775669388
746	0.9642316423	0.1775497489
747	0.9642316423	0.1775418265
748	0.9642316423	0.1775218417
749	0.9642316423	0.1775084743
750	0.9642316423	0.1775082978
751	0.9642336784	0.1775001388
752	0.9642336784	0.1774994139
753	0.9642336784	0.1774636104
754	0.9642357145	0.17745226
755	0.9642357145	0.1774342796
756	0.9642336784	0.1774118173
757	0.9642336784	0.1774080237
758	0.9642336784	0.1774069416
759	0.9642357145	0.1774002962
760	0.9642357145	0.1773855279
761	0.9642357145	0.1773816909
762	0.9642357145	0.1773647232
763	0.9642357145	0.1773566946
764	0.9642357145	0.177347243
765	0.9642357145	0.1773257583
766	0.9642357145	0.177313119
767	0.9642357145	0.1773048184
768	0.9642357145	0.1772866218
769	0.9642357145	0.1772743089
770	0.9642357145	0.1772652367
771	0.9642357145	0.1772463868
772	0.9642357145	0.1772463652
773	0.9642397866	0.1772310269
774	0.9642397866	0.1772240751
775	0.9642397866	0.1772190702
776	0.9642397866	0.1772066811
777	0.9642377505	0.1771982898
778	0.9642377505	0.1771823461
779	0.9642377505	0.177182346
780	0.9642397866	0.1771620221
781	0.9642397866	0.1771600416
782	0.9642397866	0.1771487761
783	0.9642377505	0.1771368448
784	0.9642377505	0.1771336109
785	0.9642377505	0.1771288545
786	0.9642397866	0.177125636
787	0.9642397866	0.1771239069
788	0.9642397866	0.1771181507
789	0.9642397866	0.1770978901
790	0.9642397866	0.1770974057
791	0.9642397866	0.1770906192
792	0.9642397866	0.1770906124
793	0.9642397866	0.1770875136
794	0.9642397866	0.1770819595
795	0.9642397866	0.1770814667
796	0.9642397866	0.1770735866
797	0.9642418228	0.177050267
798	0.9642418228	0.177043763
799	0.964245895	0.1770267276
800	0.9642438589	0.177018229
801	0.9642438589	0.1770147376
802	0.9642438589	0.1770130723
803	0.9642438589	0.1770078404
804	0.964245895	0.1769885587
805	0.964245895	0.1769851632
806	0.964245895	0.1769834452
807	0.964245895	0.1769811271
808	0.964245895	0.1769774854
809	0.964245895	0.176977261
810	0.964245895	0.1769696763
811	0.9642499673	0.1769507006
812	0.9642540396	0.1769471564
813	0.9642540396	0.1769467693
814	0.9642560757	0.1769437809
815	0.9642560757	0.1769330676
816	0.9642560757	0.176929678
817	0.9642560757	0.1769199707
818	0.9642560757	0.1769198435
819	0.9642540396	0.1769163494
820	0.9642560757	0.1769061902
821	0.9642560757	0.176900108
822	0.9642560757	0.176900105
823	0.9642560757	0.176897993
824	0.9642560757	0.1768976531
825	0.9642560757	0.1768971821
826	0.9642560757	0.1768866022
827	0.9642560757	0.1768675318
828	0.9642540396	0.1768670978
829	0.9642540396	0.1768645275
830	0.9642540396	0.1768529717
831	0.9642540396	0.1768513824
832	0.9642560757	0.1768473
833	0.9642540396	0.1768434866
834	0.9642540396	0.1768231783
835	0.9642540396	0.1768203909
836	0.9642560757	0.1768194787
837	0.9642560757	0.1768139132
838	0.9642560757	0.1768076602
839	0.9642581119	0.1767987814
840	0.9642581119	0.1767870931
841	0.9642581119	0.1767782966
842	0.9642581119	0.1767720036
843	0.9642560757	0.1767533614
844	0.9642560757	0.1767441355
845	0.9642560757	0.1767348712
846	0.9642560757	0.1767098962
847	0.9642560757	0.1767098956
848	0.9642560757	0.176707611
849	0.9642560757	0.1767044023
850	0.9642560757	0.176699458
851	0.9642560757	0.1766907647
852	0.9642560757	0.1766907563
853	0.9642560757	0.1766907508
854	0.9642621843	0.1766881831
855	0.9642621843	0.1766837956
856	0.9642621843	0.1766832054
857	0.9642621843	0.1766660835
858	0.9642601481	0.1766218833
859	0.9642601481	0.176606369
860	0.9642601481	0.17659205
861	0.9642601481	0.1765884568
862	0.9642601481	0.1765396262
863	0.9642601481	0.1765304791
864	0.9642601481	0.1765287244
865	0.9642601481	0.1765283054
866	0.9642601481	0.1765277282
867	0.9642601481	0.1765272004
868	0.9642601481	0.1765272
869	0.9642621843	0.1765178085
870	0.9642621843	0.176506108
871	0.9642621843	0.1765036891
872	0.9642621843	0.1764963637
873	0.9642621843	0.1764801317
874	0.9642621843	0.1764801311
875	0.9642621843	0.176480091
876	0.9642621843	0.176474345
877	0.9642621843	0.1764728316
878	0.9642621843	0.1764727699
879	0.9642621843	0.1764698346
880	0.9642621843	0.1764679483
881	0.9642601481	0.1764430333
882	0.9642601481	0.1764429574
883	0.9642601481	0.1764321275
