iter	F1	Logloss
884	0.9642601481	0.1764230465
885	0.9642601481	0.1764109573
886	0.9642581119	0.1764023773
887	0.9642601481	0.1763928038
888	0.9642601481	0.1763879115
889	0.9642601481	0.1763803664
890	0.9642621843	0.1763733976
891	0.9642642205	0.1763417098
892	0.9642642205	0.1763394239
893	0.9642642205	0.1763324905
894	0.9642642205	0.176327304
895	0.9642662567	0.1763225023
896	0.9642662567	0.1763003582
897	0.9642682929	0.1762766321
898	0.9642744017	0.1762750187
899	0.9642723654	0.1762704255
900	0.9642744017	0.176245706
901	0.9642744017	0.1762432744
902	0.9642764379	0.1762138207
903	0.9642764379	0.1762117281
904	0.9642764379	0.1762028898
905	0.9642703292	0.1761913835
906	0.9642723654	0.1761872509
907	0.9642744017	0.1761590771
908	0.9642744017	0.1761590733
909	0.9642744017	0.1761415395
910	0.9642744017	0.1761415138
911	0.9642744017	0.1761252929
912	0.9642723654	0.1761165349
913	0.9642723654	0.1760957004
914	0.9642723654	0.1760949969
915	0.9642744017	0.1760868335
916	0.9642744017	0.1760810021
917	0.9642764379	0.1760765423
918	0.9642744017	0.1760580589
919	0.9642764379	0.1760579946
920	0.9642723654	0.1760325732
921	0.9642723654	0.1760155135
922	0.9642723654	0.1759949136
923	0.9642744017	0.1759834643
924	0.9642805104	0.1759780818
925	0.9642784742	0.1759728498
926	0.9642825467	0.1759533914
927	0.9642805104	0.1759258604
928	0.9642805104	0.1759176273
929	0.964284583	0.1759010562
930	0.9642825467	0.1758983215
931	0.9642866193	0.1758822944
932	0.9642906919	0.1758793718
933	0.9642906919	0.1758483332
934	0.9642906919	0.1758406619
935	0.9642947646	0.1758288992
936	0.9642947646	0.1758177778
937	0.9642947646	0.175806735
938	0.9642947646	0.175804141
939	0.9642947646	0.1757994765
940	0.9642927283	0.1757901195
941	0.9642947646	0.1757641279
942	0.9642968009	0.1757464579
943	0.9642968009	0.1757257741
944	0.9642988373	0.1757230886
945	0.9643008736	0.1757216987
946	0.96430291	0.1757178431
947	0.96430291	0.1757121883
948	0.96430291	0.1756873513
949	0.96430291	0.1756823863
950	0.96430291	0.1756691807
951	0.9643049464	0.1756571882
952	0.9643049464	0.175655392
953	0.96430291	0.1756428408
954	0.96430291	0.1756383912
955	0.96430291	0.175625297
956	0.9643008736	0.1756218841
957	0.9643008736	0.175615724
958	0.96430291	0.1756126057
959	0.96430291	0.1755767876
960	0.9643008736	0.1755617039
961	0.9643008736	0.1755480535
962	0.9643008736	0.1755471827
963	0.96430291	0.1755424425
964	0.9643069828	0.1755378503
965	0.9643049464	0.1754865508
966	0.9643049464	0.1754796897
967	0.9643049464	0.1754746348
968	0.9643049464	0.1754703088
969	0.9643049464	0.1754656297
970	0.9643049464	0.1754599813
971	0.9643049464	0.1754594142
972	0.9643049464	0.1754593876
973	0.9643049464	0.1754482065
974	0.9643049464	0.1754445446
975	0.9643110555	0.1754370342
976	0.964313092	0.1754168716
977	0.964313092	0.1754128313
978	0.9643192012	0.1754005721
979	0.9643151284	0.1753918237
980	0.9643151284	0.1753733355
981	0.964313092	0.1753659469
982	0.964313092	0.175331138
983	0.964313092	0.1753244196
984	0.964313092	0.1753165939
985	0.964313092	0.1752867895
986	0.9643151284	0.1752729124
987	0.9643171648	0.1752697916
988	0.9643192012	0.1752520619
989	0.9643192012	0.1752373074
990	0.9643192012	0.1752224563
991	0.9643192012	0.1752040474
992	0.9643192012	0.1752020607
993	0.9643192012	0.1751956719
994	0.9643192012	0.1751877079
995	0.9643253106	0.1751800396
996	0.96433142	0.1751560399
997	0.9643375295	0.1751309016
998	0.9643375295	0.1751087111
999	0.9643375295	0.1750961044
1000	0.9643375295	0.1750939588
1001	0.9643395661	0.1750824537
1002	0.9643375295	0.1750607469
1003	0.9643375295	0.1750474864
1004	0.964335493	0.1750372529
1005	0.964335493	0.1750282618
1006	0.964335493	0.1750175422
1007	0.964335493	0.1750092632
1008	0.964335493	0.1750003412
1009	0.964335493	0.1749952178
1010	0.9643375295	0.1749890508
1011	0.9643375295	0.1749689769
1012	0.9643375295	0.1749616746
1013	0.9643375295	0.1749610098
1014	0.9643395661	0.1749587287
1015	0.9643375295	0.1749532546
1016	0.9643395661	0.1749505784
1017	0.9643416026	0.1749313959
1018	0.9643456757	0.1749280817
1019	0.9643477122	0.1749118166
1020	0.9643497488	0.1749036021
1021	0.9643497488	0.1748952002
1022	0.9643456757	0.1748773954
1023	0.9643477122	0.1748618161
1024	0.9643497488	0.1748606768
1025	0.9643497488	0.1748542494
1026	0.9643497488	0.1748523265
1027	0.9643517854	0.1748465769
1028	0.9643517854	0.1748428838
1029	0.9643517854	0.1748428833
1030	0.9643497488	0.1748171166
1031	0.9643517854	0.1748143376
1032	0.9643538219	0.1748061172
1033	0.9643538219	0.1747947381
1034	0.9643538219	0.1747805825
1035	0.9643538219	0.1747782348
1036	0.9643497488	0.1747699618
1037	0.9643497488	0.1747673844
1038	0.9643497488	0.1747576779
1039	0.9643517854	0.1747485988
1040	0.9643538219	0.1747368848
1041	0.9643578951	0.174722235
1042	0.9643578951	0.1747070643
1043	0.9643578951	0.1746974541
1044	0.9643599317	0.1746924587
1045	0.9643619684	0.1746801317
1046	0.964364005	0.1746734597
1047	0.9643660416	0.1746566236
1048	0.9643660416	0.1746506871
1049	0.9643680783	0.174616399
1050	0.9643680783	0.1746154307
1051	0.9643701149	0.1746036382
1052	0.9643701149	0.1746002848
1053	0.9643701149	0.1745686334
1054	0.9643701149	0.1745666632
1055	0.9643701149	0.174559954
1056	0.9643701149	0.1745568134
1057	0.9643701149	0.1745513842
1058	0.9643701149	0.1745468682
1059	0.9643701149	0.1745335606
1060	0.9643701149	0.1745263058
1061	0.9643701149	0.1745261977
1062	0.9643660416	0.1744785675
1063	0.9643680783	0.1744631891
1064	0.9643660416	0.1744456152
1065	0.9643660416	0.1744433639
1066	0.9643680783	0.1744302418
1067	0.9643701149	0.1744239432
1068	0.9643721516	0.1744054834
1069	0.9643741882	0.1743882411
1070	0.9643741882	0.1743694842
1071	0.9643741882	0.17436948
1072	0.9643762249	0.1743541517
1073	0.9643782616	0.1743512509
1074	0.9643741882	0.1743443269
1075	0.9643782616	0.1743315487
1076	0.9643802983	0.1743111022
1077	0.9643762249	0.174306183
1078	0.9643782616	0.1742901171
1079	0.9643802983	0.1742761091
1080	0.964382335	0.1742680044
1081	0.964382335	0.1742485338
1082	0.964382335	0.1742227092
1083	0.964382335	0.1742191479
1084	0.9643802983	0.1741933928
1085	0.9643864084	0.174188515
1086	0.9643843717	0.1741861921
1087	0.9643864084	0.1741731227
1088	0.9643884451	0.1741655862
1089	0.9643884451	0.1741581849
1090	0.9643884451	0.1741511157
1091	0.9643884451	0.1741499524
1092	0.9643884451	0.1741366623
1093	0.9643884451	0.1741366542
1094	0.9643884451	0.1741320857
1095	0.9643884451	0.1741272861
1096	0.9643864084	0.1741200805
1097	0.9643884451	0.1741152596
1098	0.9643904819	0.1741105677
1099	0.9643925186	0.1740896121
1100	0.9643986289	0.1740798944
1101	0.9643986289	0.1740798928
1102	0.9643986289	0.1740773445
1103	0.9644006657	0.1740730444
1104	0.9644006657	0.17405904
1105	0.9644027025	0.1740434673
1106	0.9644067761	0.1740248054
1107	0.9644067761	0.1740047886
1108	0.9644128865	0.1739865955
1109	0.9644108497	0.1739552015
1110	0.9644128865	0.1739296758
1111	0.9644128865	0.1738966997
1112	0.9644128865	0.1738888026
1113	0.9644169602	0.173883077
1114	0.9644128865	0.1738637303
1115	0.9644189971	0.1738569248
1116	0.9644230708	0.1738521366
1117	0.9644251077	0.1738472121
1118	0.9644251077	0.1738370639
1119	0.9644251077	0.1738262226
1120	0.9644291815	0.1738131692
1121	0.9644230708	0.173802994
1122	0.9644251077	0.1737898009
1123	0.9644271446	0.1737655718
1124	0.9644271446	0.1737549987
1125	0.9644312184	0.1737423825
1126	0.9644352923	0.1737388665
1127	0.9644312184	0.1737228941
1128	0.9644312184	0.1737228919
1129	0.9644332553	0.1737082349
1130	0.9644352923	0.1737029851
1131	0.9644352923	0.1736866912
1132	0.9644352923	0.1736792524
1133	0.9644312184	0.1736579625
1134	0.9644312184	0.1736515468
1135	0.9644352923	0.1736147223
1136	0.9644393661	0.1735743889
1137	0.9644414031	0.1735678296
1138	0.9644414031	0.1735678285
1139	0.9644414031	0.1735626337
1140	0.9644414031	0.1735556417
1141	0.96444344	0.173550388
1142	0.96444344	0.1735423615
1143	0.96444344	0.1735422777
1144	0.964445477	0.1735265535
1145	0.96444344	0.1734964873
1146	0.964445477	0.1734808599
1147	0.964445477	0.1734756766
1148	0.964445477	0.1734679804
1149	0.964445477	0.1734609668
1150	0.964445477	0.1734597366
1151	0.964445477	0.1734505685
1152	0.964445477	0.1734505598
1153	0.964445477	0.1734392182
1154	0.964445477	0.1734263699
1155	0.964445477	0.1734210355
1156	0.964445477	0.1734134202
1157	0.964445477	0.1734116502
1158	0.964445477	0.1734017383
1159	0.964445477	0.1734017276
1160	0.964445477	0.1733885901
1161	0.964445477	0.1733679117
1162	0.964447514	0.1733639971
1163	0.964445477	0.1733517959
1164	0.964447514	0.1733477523
1165	0.964447514	0.1733436454
1166	0.964447514	0.1733436453
1167	0.964449551	0.1733310295
1168	0.964449551	0.1733161787
1169	0.964449551	0.1733126632
1170	0.964449551	0.1733103815
1171	0.964449551	0.1733066141
1172	0.964449551	0.173304331
1173	0.964449551	0.1733028887
1174	0.964449551	0.173302888
1175	0.964449551	0.1732842936
1176	0.964455662	0.1732781476
1177	0.964455662	0.1732756307
1178	0.964455662	0.1732756306
1179	0.964455662	0.1732732237
1180	0.964455662	0.1732648582
1181	0.964453625	0.1732533426
1182	0.964455662	0.1732295149
1183	0.964457699	0.1732163001
1184	0.964459736	0.1732026488
1185	0.964459736	0.1732020344
1186	0.964459736	0.1731836859
1187	0.964455662	0.1731225965
1188	0.964455662	0.1731132106
1189	0.964457699	0.1731028391
1190	0.964457699	0.173084814
1191	0.964457699	0.1730637813
1192	0.964459736	0.1730509846
1193	0.9644617731	0.1730444561
1194	0.964459736	0.1730372175
1195	0.9644638101	0.1730308086
1196	0.9644638101	0.1730248267
1197	0.9644658472	0.1730153325
1198	0.9644658472	0.1730136658
1199	0.9644658472	0.173007231
1200	0.9644658472	0.1729928442
1201	0.9644658472	0.1729673739
1202	0.9644699213	0.1729522609
1203	0.9644678842	0.1729425599
1204	0.9644699213	0.1729365716
1205	0.9644699213	0.1729318673
1206	0.9644719584	0.1729314817
1207	0.9644739955	0.1729222617
1208	0.9644739955	0.1729116045
1209	0.9644739955	0.1729102777
1210	0.9644739955	0.1728988775
1211	0.9644739955	0.1728947653
1212	0.9644739955	0.1728718738
1213	0.9644739955	0.1728682657
1214	0.9644739955	0.1728570957
1215	0.9644739955	0.1728509571
1216	0.9644739955	0.1728190936
1217	0.9644739955	0.172803299
1218	0.9644760326	0.1727977806
1219	0.9644760326	0.1727736481
1220	0.9644862182	0.1727692053
1221	0.9644862182	0.1727635536
1222	0.9644882553	0.1727582873
1223	0.9644882553	0.1727475674
1224	0.9644882553	0.1727312078
1225	0.9644882553	0.1727311943
1226	0.9644902925	0.1727107418
1227	0.9644882553	0.1726935227
1228	0.9644943668	0.172677608
1229	0.9644943668	0.1726687087
1230	0.964496404	0.1726570629
1231	0.9645004784	0.1726496829
1232	0.9645004784	0.1726496749
1233	0.964496404	0.1725936357
1234	0.964496404	0.1725804134
1235	0.9644984412	0.1725716837
1236	0.9644984412	0.1725668588
1237	0.9645025156	0.1725624221
1238	0.9645004784	0.1725556576
1239	0.9645025156	0.1725533026
1240	0.9645004784	0.1725413726
1241	0.9645025156	0.1725324413
1242	0.9645025156	0.1725246538
1243	0.9645004784	0.1725140239
1244	0.9645004784	0.1725024027
1245	0.9645025156	0.1724849555
1246	0.9645045528	0.1724816457
1247	0.9645086273	0.172475962
1248	0.9645127018	0.1724693125
1249	0.9645147391	0.1724553527
1250	0.9645147391	0.1724515909
1251	0.9645147391	0.1724322372
1252	0.9645147391	0.1724162406
1253	0.9645147391	0.172412087
1254	0.9645147391	0.1724097557
1255	0.9645147391	0.1724089262
1256	0.9645167763	0.1724038902
1257	0.9645167763	0.1724038873
1258	0.9645188136	0.1723946076
1259	0.9645208509	0.1723914374
1260	0.9645188136	0.1723648404
1261	0.9645228882	0.1723485342
1262	0.9645228882	0.1723390262
1263	0.9645208509	0.1723172441
1264	0.9645228882	0.1723014504
1265	0.9645228882	0.1722986955
1266	0.9645208509	0.1722907521
1267	0.9645228882	0.1722750969
1268	0.9645228882	0.1722516994
1269	0.9645228882	0.1722375955
1270	0.9645290001	0.1722310847
1271	0.9645228882	0.1722078677
1272	0.9645249255	0.1722039292
1273	0.9645290001	0.1721892966
1274	0.9645290001	0.1721816012
1275	0.9645290001	0.1721685831
1276	0.9645310375	0.1721395163
1277	0.9645310375	0.1721312596
1278	0.9645330748	0.1721277424
1279	0.9645330748	0.1721257364
1280	0.9645351121	0.1721114388
1281	0.9645371495	0.1720973451
1282	0.9645371495	0.1720762116
1283	0.9645391869	0.1720555334
1284	0.9645371495	0.172049373
1285	0.9645330748	0.1720367043
1286	0.9645351121	0.1720228552
1287	0.9645330748	0.1720020241
1288	0.9645412242	0.1719772545
1289	0.964545299	0.1719645051
1290	0.964545299	0.1719586025
1291	0.9645432616	0.1719459938
1292	0.9645432616	0.1719446114
1293	0.9645493738	0.1719316661
1294	0.9645493738	0.1719093875
1295	0.9645473364	0.1718833854
1296	0.964545299	0.1718509047
1297	0.964545299	0.1718408061
1298	0.9645432616	0.1718356624
1299	0.964545299	0.1718243775
1300	0.9645473364	0.171803587
1301	0.964545299	0.1717927978
1302	0.9645432616	0.1717404871
1303	0.964545299	0.1717017602
1304	0.9645473364	0.1716894435
1305	0.964545299	0.1716536794
1306	0.9645473364	0.1716394443
1307	0.9645473364	0.1716364382
1308	0.9645473364	0.1716238119
1309	0.9645493738	0.1716117414
1310	0.9645514112	0.1716078934
1311	0.9645514112	0.1716032888
1312	0.9645514112	0.1715792875
1313	0.9645554861	0.1715625431
1314	0.964559561	0.1715500994
1315	0.964559561	0.1715358924
1316	0.9645656734	0.1715060147
1317	0.9645615984	0.17148812
1318	0.9645677109	0.1714841942
1319	0.9645677109	0.1714794492
1320	0.9645677109	0.1714761023
1321	0.9645717859	0.1714590662
1322	0.9645717859	0.1714469847
1323	0.9645738234	0.1714253132
1324	0.9645738234	0.1714200378
1325	0.9645738234	0.1714124655
1326	0.9645758609	0.1713835226
1327	0.9645778984	0.1713755598
1328	0.9645819735	0.1713734663
1329	0.9645778984	0.1713640063
1330	0.964579936	0.1713587338
1331	0.964579936	0.1713558589
1332	0.964579936	0.1713521124
1333	0.964579936	0.1713498665
1334	0.964579936	0.1713441035
1335	0.9645840111	0.1713335514
1336	0.9645901238	0.1713265026
1337	0.9645901238	0.1713212196
1338	0.9645901238	0.1713110202
1339	0.9645901238	0.1713107527
1340	0.9645901238	0.1713072758
1341	0.9645901238	0.171277942
1342	0.9645901238	0.171274866
1343	0.9645921614	0.1712686585
1344	0.9645901238	0.1712568879
1345	0.9645941989	0.1712528439
1346	0.9645921614	0.1712347993
1347	0.9645921614	0.1712347985
1348	0.9645921614	0.1712288403
1349	0.9645962366	0.1712183639
1350	0.9645962366	0.1712158182
1351	0.9645921614	0.1712094551
1352	0.9645921614	0.1712029582
1353	0.9645921614	0.1711997993
1354	0.9645901238	0.1711991631
1355	0.9645860486	0.1711855608
1356	0.9645860486	0.1711851408
1357	0.9645860486	0.1711850735
1358	0.9645840111	0.1711790217
1359	0.9645860486	0.1711618131
1360	0.9645901238	0.1711523963
1361	0.9645901238	0.1711517526
1362	0.9645901238	0.1711479905
1363	0.9645901238	0.1711440072
1364	0.9645901238	0.1711341328
1365	0.9645880862	0.1711115455
1366	0.9645901238	0.171107909
1367	0.9645921614	0.1710879696
1368	0.9646023494	0.1710492974
1369	0.9646023494	0.1710324792
1370	0.9646023494	0.1710299499
1371	0.9646043871	0.1710004787
1372	0.9646043871	0.1710004711
1373	0.9646084624	0.1709852805
1374	0.9646043871	0.1709799904
1375	0.9646043871	0.1709799853
1376	0.9646084624	0.1709662405
1377	0.9646084624	0.1709649955
1378	0.9646105	0.1709387805
1379	0.9646023494	0.1709117452
1380	0.9646023494	0.170893509
1381	0.9646023494	0.1708852212
1382	0.9646023494	0.170869821
1383	0.9646023494	0.1708631864
1384	0.9646023494	0.1708626007
1385	0.9646023494	0.170855888
1386	0.9646043871	0.1708311148
1387	0.9646023494	0.170816446
1388	0.9646043871	0.1708003524
1389	0.9646186508	0.1707654607
1390	0.9646206885	0.1707621965
1391	0.9646186508	0.1707452935
1392	0.9646268017	0.1707325503
1393	0.9646268017	0.1707263544
1394	0.9646268017	0.1707109682
1395	0.9646288394	0.1707048398
1396	0.9646308772	0.1706857369
1397	0.9646308772	0.1706715877
1398	0.9646329149	0.1706596903
1399	0.9646349527	0.1706562042
1400	0.9646329149	0.170648651
1401	0.9646329149	0.1706346571
1402	0.9646329149	0.1706130346
1403	0.9646369905	0.1705905844
1404	0.9646349527	0.1705812951
1405	0.9646349527	0.1705773748
1406	0.9646349527	0.1705618798
1407	0.9646349527	0.170561869
1408	0.9646369905	0.1705484305
1409	0.9646369905	0.1705402005
1410	0.9646369905	0.1705324107
1411	0.9646369905	0.1705312342
1412	0.9646369905	0.1705312173
1413	0.964641066	0.1705247521
1414	0.9646451417	0.1705190351
1415	0.9646492173	0.1705076944
1416	0.9646492173	0.1704957625
1417	0.9646471795	0.1704894791
1418	0.9646451417	0.1704776058
1419	0.9646451417	0.1704774918
1420	0.9646492173	0.1704581525
1421	0.9646471795	0.1704536742
1422	0.9646492173	0.1704536488
1423	0.9646492173	0.1704527363
1424	0.9646573687	0.170405059
1425	0.9646573687	0.1704009638
1426	0.964653293	0.1703937093
1427	0.9646553309	0.1703864677
1428	0.9646512552	0.1703705524
1429	0.9646594066	0.1703641434
1430	0.9646573687	0.1703532118
1431	0.9646573687	0.1703527348
1432	0.964653293	0.1703381313
1433	0.964653293	0.1703260823
1434	0.964653293	0.1703248966
1435	0.9646573687	0.170318319
1436	0.9646573687	0.1703179274
1437	0.9646573687	0.170316012
1438	0.9646573687	0.1703150077
1439	0.9646594066	0.170310372
1440	0.9646594066	0.1703078042
1441	0.9646634824	0.1702995544
1442	0.9646614445	0.1702829021
1443	0.9646614445	0.170273796
1444	0.9646614445	0.1702726352
1445	0.9646614445	0.1702717942
1446	0.9646634824	0.1702542886
1447	0.9646614445	0.1702249747
1448	0.9646614445	0.1702123534
1449	0.9646614445	0.1702113122
1450	0.9646655203	0.1701970868
1451	0.9646655203	0.1701970844
1452	0.9646634824	0.1701788086
1453	0.9646655203	0.1701626895
1454	0.9646675582	0.1701581018
1455	0.9646675582	0.1701346434
1456	0.9646655203	0.1701172754
1457	0.964671634	0.1700987828
1458	0.964671634	0.1700833649
1459	0.9646695961	0.170079871
1460	0.9646695961	0.1700793029
1461	0.9646757099	0.1700590105
1462	0.9646757099	0.1700372787
1463	0.9646757099	0.170036677
1464	0.9646777478	0.1700128234
1465	0.9646818238	0.1699997864
1466	0.9646797858	0.1699840508
1467	0.9646777478	0.1699769919
1468	0.9646757099	0.1699730428
1469	0.9646777478	0.1699543239
1470	0.9646777478	0.1699348886
1471	0.9646797858	0.1699192051
1472	0.9646797858	0.1699119799
1473	0.9646838617	0.1699101806
1474	0.9646879377	0.1698998023
1475	0.9646899757	0.1698975808
1476	0.9646879377	0.1698773224
1477	0.9646879377	0.1698603309
1478	0.9646879377	0.1698597804
1479	0.9646899757	0.1698212342
1480	0.9646899757	0.1698119748
1481	0.9646899757	0.1698110928
1482	0.9646899757	0.1697891776
1483	0.9646981278	0.1697798751
1484	0.9646940517	0.169756945
1485	0.9646940517	0.1697402988
1486	0.9646940517	0.1697294791
1487	0.9646960898	0.1697188891
1488	0.9646960898	0.1697112255
1489	0.9646960898	0.1696985272
1490	0.9647001658	0.1696745765
1491	0.9647022039	0.1696611427
1492	0.964704242	0.1696384094
1493	0.964704242	0.169625475
1494	0.964704242	0.1696151497
1495	0.9647022039	0.1696011582
1496	0.964704242	0.1695807181
1497	0.9647123943	0.169571031
1498	0.9647103562	0.1695650061
1499	0.9647123943	0.1695630003
