iter	RMSE
296	0.6817328905
297	0.6816966586
298	0.6816386946
299	0.6815828402
300	0.6815324822
301	0.6814302939
302	0.6813736392
303	0.6813304877
304	0.6812898274
305	0.6812446886
306	0.6811982848
307	0.6811518618
308	0.6811157019
309	0.6810595522
310	0.6810238301
311	0.6809670311
312	0.6809022154
313	0.6808370889
314	0.6807858611
315	0.6807349349
316	0.6806955375
317	0.6806567744
318	0.6806215064
319	0.68057324
320	0.680528249
321	0.6804725103
322	0.6804141782
323	0.6803836064
324	0.6803545992
325	0.6802912522
326	0.6802054647
327	0.6801435511
328	0.6800755884
329	0.6800396811
330	0.6799909735
331	0.6799307537
332	0.6798783279
333	0.6798337148
334	0.6797994726
335	0.6797625486
336	0.6797156027
337	0.6796532969
338	0.6796149145
339	0.6795584425
340	0.6795242954
341	0.6794706956
342	0.6794228025
343	0.6793707334
344	0.6793176438
345	0.6792917683
346	0.6792481398
347	0.6791997313
348	0.6791198627
349	0.6790916854
350	0.6790371206
351	0.6789900898
352	0.6789556485
353	0.678916896
354	0.6788631516
355	0.6788271867
356	0.6787667688
357	0.6787011731
358	0.6786761956
359	0.6786104451
360	0.6785871809
361	0.6785631884
362	0.6785241187
363	0.6784814036
364	0.6783896351
365	0.6783388438
366	0.6782968936
367	0.678233695
368	0.6782075776
369	0.6781409476
370	0.6780961921
371	0.6780649274
372	0.6780105248
373	0.6779621894
374	0.6779169643
375	0.6778794485
376	0.6778417244
377	0.6777948387
378	0.6777721142
379	0.6777314133
380	0.6777044946
381	0.6776651043
382	0.6776007463
383	0.6775522927
384	0.6774813547
385	0.6774245777
386	0.6773964717
387	0.6773307211
388	0.677290388
389	0.6772236872
390	0.6771763709
391	0.677149677
392	0.6771239892
393	0.6770978508
394	0.6770516939
395	0.6770283719
396	0.6769642474
397	0.6769002554
398	0.6768298361
399	0.6767819983
400	0.6767402815
401	0.6767082507
402	0.6766689176
403	0.6766406697
404	0.6765966294
405	0.6765590652
406	0.6765169999
407	0.6764808732
408	0.6764395281
409	0.6763908136
410	0.6763406601
411	0.6762790849
412	0.6762329551
413	0.6762005247
414	0.6761300216
415	0.6761061079
416	0.6760613533
417	0.6760264332
418	0.675987395
419	0.6759431171
420	0.6759141266
421	0.6758741689
422	0.6758193341
423	0.6757469505
424	0.6757286051
425	0.6756972492
426	0.6756510998
427	0.6756205586
428	0.6755478864
429	0.6755034402
430	0.6754652856
431	0.6754004052
432	0.6753534144
433	0.6753034178
434	0.6752404443
435	0.6752082194
436	0.6751669877
437	0.6751356528
438	0.6750952749
439	0.6750578216
440	0.6750181478
441	0.6749893459
442	0.6749547991
443	0.6748930082
444	0.6748531663
445	0.6747967629
446	0.674753175
447	0.6747127696
448	0.6746815331
449	0.6746452809
450	0.6746003778
451	0.6745420127
452	0.6745033015
453	0.6744712457
454	0.6744231606
455	0.6743715346
456	0.674308892
457	0.6742708939
458	0.6741953582
459	0.6741600773
460	0.6741137609
461	0.6740308583
462	0.6739761955
463	0.6739552474
464	0.6739096153
465	0.6738828735
466	0.6738587257
467	0.6738366508
468	0.6737690581
469	0.6737317875
470	0.6737056118
471	0.6736645231
472	0.6736002988
473	0.6735682121
474	0.6735233139
475	0.673487638
476	0.6734273743
477	0.6733852672
478	0.6733298133
479	0.6732810741
480	0.6732137631
481	0.6731404388
482	0.6730659646
483	0.6730169532
484	0.6729553851
485	0.6729061668
486	0.6728779884
487	0.6728179838
488	0.6727859238
489	0.6727367239
490	0.6726747319
491	0.6726039709
492	0.6725167197
493	0.6724630749
494	0.6724110887
495	0.6723623047
496	0.672306342
497	0.6722587117
498	0.6722060219
499	0.6721643366
500	0.6720962223
501	0.6720276354
502	0.6719704468
503	0.6719299818
504	0.6718961889
505	0.6718703743
506	0.6718360564
507	0.6717923545
508	0.6717495017
509	0.6716810857
510	0.6716526207
511	0.6715905341
512	0.6715633846
513	0.6715186438
514	0.6714852826
515	0.6714194951
516	0.6713723789
517	0.671331984
518	0.6712931081
519	0.6712467327
520	0.6711851795
521	0.6711262352
522	0.6710797906
523	0.6710165559
524	0.6709610161
525	0.6709200171
526	0.6708681301
527	0.6708042708
528	0.6707653232
529	0.6707269796
530	0.6706795214
531	0.6706465372
532	0.6706000657
533	0.6705461956
534	0.6704995715
535	0.670443215
536	0.6704023059
537	0.6703540559
538	0.6703015642
539	0.6702736136
540	0.6702246263
541	0.6701617547
542	0.6701139093
543	0.6700556127
544	0.6700039378
545	0.6699532354
546	0.6698854354
547	0.6698081396
548	0.669759504
549	0.6697077115
550	0.6696786449
551	0.6696268669
552	0.669589127
553	0.6695259254
554	0.6694608995
555	0.6694320694
556	0.669377272
557	0.6693309616
558	0.6692796721
559	0.6692273593
560	0.6691727566
561	0.6690852725
562	0.6690455797
563	0.6689924757
564	0.6689510364
565	0.6688897585
566	0.6688562795
567	0.6687956641
568	0.6687408175
569	0.6687058691
570	0.6686590922
571	0.668606686
572	0.66856534
573	0.6685158289
574	0.6684656215
575	0.668407583
576	0.6683564682
577	0.6683022125
578	0.6682386707
579	0.668192727
580	0.6681114774
581	0.6680541451
582	0.6679961503
583	0.6679473484
584	0.6679007951
585	0.6678492138
586	0.6678050468
587	0.6677737445
588	0.6677153426
589	0.6676640198
590	0.6676026022
591	0.6675595149
592	0.6674854614
593	0.667452914
594	0.6674042407
595	0.6673659817
596	0.6673129016
597	0.6672675218
598	0.6672141734
599	0.6671720906
600	0.6671066924
601	0.667025267
602	0.6669803662
603	0.6669402459
604	0.6668987665
605	0.6668521531
606	0.6667802921
607	0.6667137612
608	0.6666677997
609	0.6666294822
610	0.6665808033
611	0.6665029437
612	0.6664597486
613	0.6664167841
614	0.6663749003
615	0.6663344247
616	0.6662926778
617	0.6662514768
618	0.6661915165
619	0.666118178
620	0.6660644238
621	0.6660183202
622	0.6659501199
623	0.6659002402
624	0.6658514221
625	0.6657912492
626	0.6657669861
627	0.6657007912
628	0.6656596177
629	0.6656196936
630	0.6655645664
631	0.665501789
632	0.6654675316
633	0.6654516786
634	0.6654053321
635	0.6653531784
636	0.6652833469
637	0.6652231542
638	0.6651537547
639	0.6650917252
640	0.6650409924
641	0.6649870148
642	0.6649269346
643	0.6648868303
644	0.6648255632
645	0.6647787246
646	0.6647354801
647	0.6646820431
648	0.6646349277
649	0.66458471
650	0.6645361024
651	0.6644979707
652	0.6644482394
653	0.664408157
654	0.6643530457
655	0.6643012377
656	0.6642384294
657	0.6641916196
658	0.6641449423
659	0.6640863699
660	0.6640418853
661	0.6640008834
662	0.6639535085
663	0.6639156088
664	0.6638527756
665	0.6638000747
666	0.663747935
667	0.663699095
668	0.6636643345
669	0.6636157331
670	0.6635874225
671	0.663552349
672	0.6635026957
673	0.6634365305
674	0.6633925184
675	0.6633233418
676	0.6632857409
677	0.6632405172
678	0.6631885577
679	0.6631603247
680	0.663107268
681	0.6630706957
682	0.6630192061
683	0.6629560129
684	0.6629176913
685	0.662849346
686	0.6627942459
687	0.6627537865
688	0.6627014294
689	0.6626589707
690	0.6626085359
691	0.662544847
692	0.6624951973
693	0.662430358
694	0.6623889641
695	0.662334719
696	0.6622906757
697	0.6622498596
698	0.6622123704
699	0.6621723346
700	0.6621250726
701	0.6620642586
702	0.6620293332
703	0.6619785201
704	0.6619265396
705	0.6618958686
706	0.6618496932
707	0.6618174939
708	0.6617591895
709	0.6617232958
710	0.6616711493
711	0.6616298321
712	0.6615783577
713	0.6615110882
714	0.6614688036
715	0.6614264416
716	0.6613637212
717	0.661314658
718	0.6612650577
719	0.6612170324
720	0.6611905016
721	0.6611478356
722	0.6610920784
723	0.6610576156
724	0.6609886291
725	0.6609377413
726	0.6609019499
727	0.6608630433
728	0.6608193182
729	0.66075498
730	0.6607055692
731	0.6606666373
732	0.6606345638
733	0.6606141674
734	0.6605548085
735	0.6605151511
736	0.6604689046
737	0.6604250617
738	0.6603954457
739	0.6603434065
740	0.6603062268
741	0.6602593541
742	0.6602006802
743	0.6601614596
744	0.6601104964
745	0.6600631728
746	0.6600270082
747	0.6599993248
748	0.6599456801
749	0.6599076934
750	0.659862996
751	0.6598266936
752	0.6597787937
753	0.6597162064
754	0.6596685552
755	0.6596214986
756	0.6595909063
757	0.659549415
758	0.6594892202
759	0.6594536472
760	0.6594203167
761	0.6593833677
762	0.6593479304
763	0.6593144577
764	0.6592640336
765	0.6592241228
766	0.6591773518
767	0.6591423423
768	0.6591080597
769	0.6590601396
770	0.6590284052
771	0.6589661638
772	0.6588974134
773	0.6588722629
774	0.6588187831
775	0.6587748926
776	0.6587485864
777	0.6587158384
778	0.6586748187
779	0.6586178776
780	0.6585474502
781	0.6584888868
782	0.6584269496
783	0.6584223308
784	0.6583862166
785	0.6583264526
786	0.6582766135
787	0.6582114804
788	0.6581850344
789	0.6581201568
790	0.6580728642
791	0.6580394373
792	0.6579821015
793	0.6579380813
794	0.6578686844
795	0.6578332706
796	0.65778975
797	0.6577341901
798	0.6576795449
799	0.6576436425
800	0.657602209
801	0.6575796289
802	0.6575397978
803	0.6574968863
804	0.6574647087
805	0.6574173984
806	0.657379053
807	0.6573279511
808	0.6573142827
809	0.6572779193
810	0.6572317477
811	0.6572006251
812	0.65715473
813	0.6571004234
814	0.6570376684
815	0.6570011042
816	0.6569428138
817	0.6569204121
818	0.6568460459
819	0.6567845935
820	0.6567414007
821	0.6566842012
822	0.6566352422
823	0.6565577143
824	0.656525196
825	0.6564896214
826	0.6564368284
827	0.656398923
828	0.6563601964
829	0.6563012275
830	0.6562575898
831	0.6562087428
832	0.6561587271
833	0.6561038791
834	0.6560507349
835	0.655997902
836	0.6559395838
837	0.6558908553
838	0.6558459653
839	0.6557876944
840	0.6557579252
841	0.6557273472
842	0.6557045498
843	0.6556757259
844	0.6556311099
845	0.6555980631
846	0.6555653315
847	0.6555105395
848	0.6554642874
849	0.6554142432
850	0.6554060078
851	0.655347824
852	0.6553012429
853	0.6552361129
854	0.6552013145
855	0.6551551738
856	0.6551091498
857	0.655050722
858	0.6550040466
859	0.6549489869
860	0.654890942
861	0.654844528
862	0.6547904631
863	0.6547262022
864	0.6546840054
865	0.6546830472
866	0.6546420482
867	0.6545996844
868	0.6545657489
869	0.6545054239
870	0.6544619427
871	0.6544251396
872	0.6543945215
873	0.6543589916
874	0.6543559916
875	0.6543109847
876	0.6542468406
877	0.6541995451
878	0.6541654982
879	0.6541267536
880	0.6540836505
881	0.654025039
882	0.6539686426
883	0.6539314991
884	0.6538939246
885	0.6538538817
886	0.6538084496
887	0.6537798533
888	0.6537340981
889	0.6536710522
890	0.6536346897
891	0.6536038961
892	0.653578553
893	0.6535414198
894	0.653498161
895	0.6534905459
896	0.6534499996
897	0.6533885494
898	0.6533528517
899	0.653303095
900	0.6532575157
901	0.65322582
902	0.6531960859
903	0.6531456242
904	0.6531121563
905	0.6530728954
906	0.6530142545
907	0.6529606518
908	0.6529471616
909	0.6528850236
910	0.6528464153
911	0.6528047687
912	0.6527573475
913	0.6527523514
914	0.6527235126
915	0.6526763658
916	0.6526441763
917	0.6525935673
918	0.6525557206
919	0.6525302744
920	0.6524880697
921	0.6524405914
922	0.6524388034
923	0.6523854934
924	0.6523417526
925	0.6523058473
926	0.6522663238
927	0.6522445198
928	0.652182968
929	0.6521423767
930	0.6520960667
931	0.6520506238
932	0.6520157695
933	0.6519769477
934	0.6519303856
935	0.651887417
936	0.651831636
937	0.6517911071
938	0.6517268881
939	0.6516837382
940	0.6516519725
941	0.6516003738
942	0.6515414363
943	0.6514867983
944	0.6514463129
945	0.6513980407
946	0.6513570588
947	0.6513150532
948	0.6512799931
949	0.651240297
950	0.6511933281
951	0.651146406
952	0.651086501
953	0.6510509544
954	0.6510123442
955	0.6509602611
956	0.6509132844
957	0.6508416087
958	0.6508188384
959	0.6507761153
960	0.6507349333
961	0.6506906011
962	0.650660139
963	0.6506263707
964	0.6505982059
965	0.6505680851
966	0.6505221338
967	0.6505061017
968	0.6504738626
969	0.6504450521
970	0.6504048695
971	0.6503485261
972	0.6503351293
973	0.6502888513
974	0.6502357893
975	0.6502017781
976	0.6501616533
977	0.6501073549
978	0.6500578121
979	0.6500075309
980	0.6499663691
981	0.6499235021
982	0.6498865923
983	0.6498463066
984	0.6498170457
985	0.6497739318
986	0.6497439075
987	0.6497300893
988	0.6496949807
989	0.6496392498
990	0.64958848
991	0.6495601001
992	0.6495349642
993	0.6494849577
994	0.6494439176
995	0.6494009715
996	0.649360629
997	0.6493163933
998	0.6492857477
999	0.6492380336
1000	0.6491895422
1001	0.6491326729
1002	0.6490940839
1003	0.6490591999
1004	0.6490144102
1005	0.6489779412
1006	0.6489550127
1007	0.6488993567
1008	0.6488727151
1009	0.6488412759
1010	0.6488027512
1011	0.6487561685
1012	0.6487040952
1013	0.6486696711
1014	0.6486244281
1015	0.6485914961
1016	0.6485503771
1017	0.6485163236
1018	0.6484663303
1019	0.648411901
1020	0.6483767719
1021	0.6483266606
1022	0.6482739885
1023	0.6482191011
1024	0.6481811695
1025	0.6481385333
1026	0.6480917997
1027	0.6480330539
1028	0.6479938366
1029	0.6479865951
1030	0.6479540394
1031	0.6479138907
1032	0.6479112536
1033	0.6478807473
1034	0.6478308307
1035	0.6477826247
1036	0.6477378031
1037	0.6477152673
1038	0.6476611519
1039	0.6476262577
1040	0.6476073821
1041	0.6475543274
1042	0.6475167665
1043	0.6474781154
1044	0.6474349658
1045	0.647389474
1046	0.6473413807
1047	0.6473140726
1048	0.6472659408
1049	0.6472304423
1050	0.6471917068
1051	0.6471561015
1052	0.6471204347
1053	0.6470617219
1054	0.6470139435
1055	0.6469728211
1056	0.6469277781
1057	0.6468878677
1058	0.646863795
1059	0.6468252095
1060	0.6467758989
1061	0.6467356037
1062	0.6466826597
1063	0.6466318082
1064	0.6466048235
1065	0.6465734436
1066	0.6465124527
1067	0.6464779119
1068	0.6464311631
1069	0.6464057905
1070	0.6463531843
1071	0.6462926262
1072	0.6462501499
1073	0.6462175521
1074	0.6461896647
1075	0.6461391775
1076	0.6461029719
1077	0.6460524656
1078	0.6460050895
1079	0.6459624497
1080	0.6459533871
1081	0.6459056184
1082	0.6458537759
1083	0.6458151052
1084	0.6457908573
1085	0.6457519011
1086	0.6457091571
1087	0.6456570927
1088	0.6456218658
1089	0.645584565
1090	0.6455370411
1091	0.6454973932
1092	0.6454432248
1093	0.6454021773
1094	0.6453914809
1095	0.645354098
1096	0.6453289436
1097	0.6452916561
1098	0.6452659541
1099	0.6452358061
1100	0.6452068133
1101	0.6451634492
1102	0.6451366815
1103	0.645107763
1104	0.6450615668
1105	0.645025171
1106	0.6449717678
1107	0.6449439666
1108	0.6449042924
1109	0.6448637547
1110	0.6448122002
1111	0.6447537839
1112	0.6447245709
1113	0.644686992
1114	0.6446519104
1115	0.6446003984
1116	0.6445632435
1117	0.6445002614
1118	0.6444611794
1119	0.6444322631
1120	0.6443891715
1121	0.6443608563
1122	0.6443599573
1123	0.6443172719
1124	0.6442638627
1125	0.6442122936
1126	0.6441760657
1127	0.6441507936
1128	0.6441247406
1129	0.644100054
1130	0.644048738
1131	0.6440098163
1132	0.6439807599
1133	0.6439386229
1134	0.6438916838
1135	0.6438307803
1136	0.6438003382
1137	0.6437553587
1138	0.6437108975
1139	0.6436647199
1140	0.6436263972
1141	0.6435906996
1142	0.6435467676
1143	0.6435088473
1144	0.6434684515
1145	0.643424004
1146	0.6433893086
1147	0.6433463445
1148	0.6433077009
1149	0.6432754977
1150	0.6432133357
1151	0.6431622765
1152	0.6431269802
1153	0.6430643858
1154	0.6430299013
1155	0.6429859809
1156	0.6429450732
1157	0.6429272487
1158	0.6429119631
1159	0.6428717888
1160	0.6428453474
1161	0.6427941774
1162	0.642765063
1163	0.6427223819
1164	0.6426801049
1165	0.6426470225
1166	0.6426090362
1167	0.642577864
1168	0.6425709665
1169	0.6425177367
1170	0.6424806812
1171	0.6424476112
1172	0.642423138
1173	0.6423831769
1174	0.6423468953
1175	0.6422864422
1176	0.6422353851
1177	0.6421753913
1178	0.6421594399
1179	0.6421045084
1180	0.642098949
1181	0.6420742854
1182	0.642034043
1183	0.6419682793
1184	0.641933164
1185	0.6418930896
1186	0.6418487535
1187	0.6418034296
1188	0.6417715936
1189	0.6417240461
1190	0.641691798
1191	0.6416842775
1192	0.641660992
1193	0.6416549576
1194	0.6416303812
1195	0.6416128705
1196	0.6415756676
1197	0.6415429635
1198	0.6415165457
1199	0.6414811348
1200	0.6414486141
1201	0.6414098163
1202	0.6413701072
1203	0.6413293193
1204	0.6412902508
1205	0.6412467834
1206	0.6411950691
1207	0.6411613375
1208	0.6411315474
1209	0.6411027743
1210	0.641043636
1211	0.6409863373
1212	0.6409519827
1213	0.6409149659
1214	0.6408626784
1215	0.640813165
1216	0.6407465933
1217	0.6407190175
1218	0.6406823677
1219	0.6406490238
1220	0.6406090473
1221	0.6405690175
1222	0.6405254883
1223	0.6404961586
1224	0.6404378814
1225	0.6403967124
1226	0.6403542112
1227	0.6403396743
1228	0.6403126054
1229	0.6402734078
1230	0.6402413554
1231	0.640203152
1232	0.6401690688
1233	0.6401306652
1234	0.64009295
1235	0.6400453292
1236	0.6400220075
1237	0.6399735562
1238	0.6399275179
1239	0.6398853449
1240	0.6398482985
1241	0.6397999375
1242	0.6397603172
1243	0.6397263075
1244	0.639689238
1245	0.6396383386
1246	0.6396126949
1247	0.6396090535
1248	0.6395602081
1249	0.6395255591
1250	0.6394875792
1251	0.6394395671
1252	0.6394162688
1253	0.6393791929
1254	0.6393480924
1255	0.6393365409
1256	0.6392926843
1257	0.639244416
1258	0.6392059149
1259	0.6391862286
1260	0.6391439686
1261	0.6391091826
1262	0.6390605942
1263	0.639015284
1264	0.6389816738
1265	0.638931594
1266	0.638888767
1267	0.6388872684
1268	0.6388535214
1269	0.6388051144
1270	0.6387696946
1271	0.6387419841
1272	0.6386947563
1273	0.6386333123
1274	0.6385885209
1275	0.6385541752
1276	0.6385232108
1277	0.6384867822
1278	0.6384423747
1279	0.6384010368
1280	0.6383640236
1281	0.6383281841
1282	0.6382837487
1283	0.6382405402
1284	0.6382391032
1285	0.6382060228
1286	0.638153748
1287	0.6381262336
1288	0.638080114
1289	0.6380341864
1290	0.6379961119
1291	0.637962599
1292	0.6379169557
1293	0.6378864279
1294	0.6378311301
1295	0.6378057731
1296	0.6377618951
1297	0.637738065
1298	0.6376970372
1299	0.6376545248
1300	0.6376198221
1301	0.637586004
1302	0.6375405729
1303	0.6375104549
1304	0.6374696348
1305	0.6374409369
1306	0.6373960027
1307	0.6373499308
1308	0.6373134067
1309	0.6372704397
1310	0.6372201383
1311	0.6371854101
1312	0.6371416792
1313	0.6370953061
1314	0.6370518984
1315	0.6370213783
1316	0.6369917002
1317	0.6369528085
1318	0.6369233056
1319	0.6368869575
1320	0.6368499775
1321	0.6368018226
1322	0.6367542284
1323	0.636714393
1324	0.6366742102
1325	0.6366428326
1326	0.6365809371
1327	0.6365412457
1328	0.6365259992
1329	0.6364790508
1330	0.6364208968
1331	0.6363658718
1332	0.6363260146
1333	0.6362953254
1334	0.6362555771
1335	0.6362086616
1336	0.6361595426
1337	0.6361065254
1338	0.636067787
1339	0.6360387283
1340	0.6360079658
1341	0.6359645722
1342	0.6359238318
1343	0.6358843844
1344	0.6358602111
1345	0.6358270767
1346	0.6357906508
1347	0.6357726959
1348	0.6357392003
1349	0.6357195904
1350	0.6356695345
1351	0.6356265623
1352	0.6355767342
1353	0.6355417686
1354	0.6354983891
1355	0.6354716643
1356	0.6354186162
1357	0.6353754983
1358	0.6353332607
1359	0.6352938806
1360	0.6352590587
1361	0.6352240089
1362	0.6351817642
1363	0.635167695
1364	0.635120904
1365	0.6350884861
1366	0.635022871
1367	0.6349559297
1368	0.6349081431
1369	0.6348614076
1370	0.6348143896
1371	0.6347624791
1372	0.6347074637
1373	0.6346849249
1374	0.6346370818
1375	0.6346070114
1376	0.6345630251
1377	0.6345210112
1378	0.6344664339
1379	0.6344138415
1380	0.6343832296
1381	0.6343395051
1382	0.6343112664
1383	0.6342760917
1384	0.6342239139
1385	0.6341925977
1386	0.6341512008
1387	0.6341193269
1388	0.6340913028
1389	0.6340606112
1390	0.6340129341
1391	0.633980338
1392	0.6339465605
1393	0.6339180295
1394	0.6338988837
1395	0.633845729
1396	0.6338039441
1397	0.6337498512
1398	0.6337182468
1399	0.6336683064
1400	0.6336415141
1401	0.6336151654
1402	0.6335806577
1403	0.6335509638
1404	0.6335427316
1405	0.6335247329
1406	0.6334727917
1407	0.6334395941
1408	0.63340278
1409	0.633367419
1410	0.6333283765
1411	0.6332914922
1412	0.633266098
1413	0.6332375844
1414	0.6332115185
1415	0.6331719649
1416	0.6331428718
1417	0.6331082497
1418	0.633067396
1419	0.6330216315
1420	0.632981899
1421	0.6329452711
1422	0.6328863636
1423	0.6328511707
1424	0.6328226265
1425	0.6327836906
1426	0.6327251881
1427	0.6326935205
1428	0.6326688468
1429	0.6326291941
1430	0.6325717621
1431	0.632529903
1432	0.6324905448
1433	0.6324639537
1434	0.6324151168
1435	0.6323716874
1436	0.6323413884
1437	0.6323019875
1438	0.6322798698
1439	0.6322369307
1440	0.6321995801
1441	0.6321619412
1442	0.6321326139
1443	0.6321084069
1444	0.632066111
1445	0.6320141955
1446	0.6319687498
1447	0.6319263651
1448	0.6318898358
1449	0.6318455492
1450	0.6318093366
1451	0.6317745358
1452	0.6317293094
1453	0.631694451
1454	0.6316474669
1455	0.6315973069
1456	0.6315677434
1457	0.6315190653
1458	0.6314923844
1459	0.6314702738
1460	0.631435402
1461	0.6314047254
1462	0.6313585416
1463	0.6313375942
1464	0.6313136974
1465	0.6312776896
1466	0.6312632165
1467	0.6312126228
1468	0.6311748282
1469	0.6311301431
1470	0.631099321
1471	0.6310682486
1472	0.6310406951
1473	0.6309969167
1474	0.6309394381
1475	0.6308889526
1476	0.6308576717
1477	0.6308410149
1478	0.6308106132
1479	0.630775886
1480	0.6307415382
1481	0.6306980466
1482	0.6306577618
1483	0.6306209807
1484	0.6305634205
1485	0.6305257271
1486	0.6304869989
1487	0.6304548417
1488	0.6304270678
1489	0.6304082983
1490	0.6303753248
1491	0.6303415872
1492	0.6303108094
1493	0.6302787554
1494	0.6302343172
1495	0.6301907422
1496	0.6301444406
1497	0.6301052354
1498	0.6300714306
1499	0.6300292584
1500	0.6299910475
1501	0.6299491744
1502	0.6298836619
1503	0.629848822
1504	0.6298216403
1505	0.6297845128
1506	0.6297578027
1507	0.6297124111
1508	0.6296719046
1509	0.629636507
1510	0.6296073907
1511	0.6295769974
1512	0.629534206
