event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index,strategy
1032_817_1,1032,817,4,70,2020,2,Styrian Grand Prix,Renault,Red Bull Ring,37,1,21603,71,8,5,0.0,4.0,3442,37.0,34,0.144,6.808,0,146.66666666667152,3,0,2,12.0,0.5211267605633803,0.5211267605633803,1.0021996446176775,Overcut
1032_832_1,1032,832,1,70,2020,2,Styrian Grand Prix,McLaren,Red Bull Ring,32,1,25983,71,3,7,10.0,26.0,3766,32.0,39,0.329,0.536,0,252.33333333332848,-4,0,1,7.0,0.4507042253521127,0.4507042253521127,1.403487114371708,Standard
1033_817_1,1033,817,4,11,2020,3,Hungarian Grand Prix,Renault,Hungaroring,4,1,21920,70,11,2,4.0,8.0,1101,4.0,66,12.766,0.725,1,3455.6666666666715,9,1,12,-14.5,0.05714285714285714,0.05714285714285714,0.6523528879175116,Standard
1033_822_1,1033,822,131,11,2020,3,Hungarian Grand Prix,Mercedes,Hungaroring,2,1,21906,70,2,8,43.0,80.0,0,2.0,68,0.603,1.029,0,0.0,-6,1,2,-16.5,0.02857142857142857,0.02857142857142857,1.1166839406275875,Undercut
1033_832_1,1033,832,1,11,2020,3,Hungarian Grand Prix,McLaren,Hungaroring,3,1,27131,70,9,7,13.0,39.0,3041,3.0,67,1.59,2.595,0,4186.5,2,4,7,-15.5,0.04285714285714286,0.04285714285714286,0.6642645029293152,Standard
1033_841_3,1033,841,51,11,2020,3,Hungarian Grand Prix,Alfa Romeo,Hungaroring,40,3,21831,70,19,18,2.0,2.0,3947,20.0,30,10.685,220.943,0,1483.6666666666715,1,1,2,10.0,0.5714285714285714,0.2857142857142857,0.09008546452995594,Standard
1033_848_1,1033,848,9,11,2020,3,Hungarian Grand Prix,Red Bull,Hungaroring,3,1,23046,70,13,9,12.0,27.0,2692,3.0,67,0.331,2.041,0,5684.5,4,5,8,-15.5,0.04285714285714286,0.04285714285714286,1.0801539985339357,Undercut
1033_849_4,1033,849,3,11,2020,3,Hungarian Grand Prix,Williams,Hungaroring,39,4,21802,70,15,19,0.0,0.0,25373,8.0,31,196.505,,0,902.6666666666715,-4,0,1,7.0,0.5571428571428572,0.11428571428571428,,Standard
1033_849_5,1033,849,3,11,2020,3,Hungarian Grand Prix,Williams,Hungaroring,52,5,25767,70,15,19,0.0,0.0,5752,13.0,18,243.823,,0,2734.0,-4,1,2,11.0,0.7428571428571429,0.18571428571428572,,Standard
1034_817_1,1034,817,4,9,2020,4,British Grand Prix,Renault,Silverstone Circuit,12,1,29559,52,8,5,8.0,12.0,5862,12.0,40,6.444,0.316,0,222.33333333332848,3,0,0,-6.0,0.23076923076923078,0.23076923076923078,0.8942147977441287,Standard
1034_848_1,1034,848,9,9,2020,4,British Grand Prix,Red Bull,Silverstone Circuit,6,1,28834,52,12,13,22.0,55.0,0,6.0,46,0.217,0.478,0,41377.66666666666,-1,0,0,-12.0,0.11538461538461539,0.11538461538461539,1.4982826734032866,Undercut
1035_1_1,1035,1,131,9,2020,5,70th Anniversary Grand Prix,Mercedes,Silverstone Circuit,14,1,28406,52,2,1,88.0,146.0,448,14.0,38,,0.982,0,1368.3333333333285,1,0,2,-3.0,0.2692307692307692,0.2692307692307692,,Standard
1035_822_2,1035,822,131,9,2020,5,70th Anniversary Grand Prix,Mercedes,Silverstone Circuit,32,2,28188,52,1,2,58.0,146.0,0,19.0,20,2.517,6.749,0,215.33333333332848,-1,1,4,7.0,0.6153846153846154,0.36538461538461536,0.41338214809230156,Standard
1035_841_1,1035,841,51,9,2020,5,70th Anniversary Grand Prix,Alfa Romeo,Silverstone Circuit,7,1,27892,52,19,14,2.0,2.0,0,7.0,45,0.343,1.008,0,235.33333333332848,5,1,2,-10.0,0.1346153846153846,0.1346153846153846,1.242609606251094,Undercut
1035_848_1,1035,848,9,9,2020,5,70th Anniversary Grand Prix,Red Bull,Silverstone Circuit,6,1,28417,52,9,9,26.0,78.0,0,6.0,46,0.351,1.304,0,90.33333333332848,0,0,0,-11.0,0.11538461538461539,0.11538461538461539,1.1742202278147873,Undercut
1036_154_2,1036,154,210,4,2020,6,Spanish Grand Prix,Haas F1 Team,Circuit de Barcelona-Catalunya,62,2,24010,66,17,19,0.0,1.0,10611,30.0,4,1.945,,0,1709.0,-2,0,0,9.0,0.9393939393939394,0.45454545454545453,,Standard
1036_815_1,1036,815,211,4,2020,6,Spanish Grand Prix,Racing Point,Circuit de Barcelona-Catalunya,29,1,22641,66,4,4,22.0,41.0,4640,29.0,37,24.448,5.254,0,1354.6666666666715,0,0,3,12.0,0.4393939393939394,0.4393939393939394,0.19919348441895018,Overcut
1036_832_2,1036,832,1,4,2020,6,Spanish Grand Prix,McLaren,Circuit de Barcelona-Catalunya,41,2,22166,66,7,7,15.0,53.0,4257,19.0,25,0.361,1.019,0,1028.0,0,1,2,-2.0,0.6212121212121212,0.2878787878787879,1.230048557804458,Undercut
1036_841_2,1036,841,51,4,2020,6,Spanish Grand Prix,Alfa Romeo,Circuit de Barcelona-Catalunya,45,2,21794,66,20,17,2.0,2.0,6431,24.0,21,0.588,6.125,0,1538.6666666666715,3,1,3,3.0,0.6818181818181818,0.36363636363636365,0.7700737991073401,Undercut
1037_815_1,1037,815,211,13,2020,7,Belgian Grand Prix,Racing Point,Circuit de Spa-Francorchamps,18,1,23175,44,8,12,32.0,63.0,4638,18.0,26,0.439,0.136,0,774.3333333333285,-4,0,0,9.0,0.4090909090909091,0.4090909090909091,1.5752087228024156,Standard
1037_817_1,1037,817,4,13,2020,7,Belgian Grand Prix,Renault,Circuit de Spa-Francorchamps,11,1,23586,44,4,4,20.0,36.0,44912,11.0,33,9.305,5.187,1,87.33333333332848,0,3,8,2.0,0.25,0.25,0.25866949427620023,Standard
1037_840_1,1037,840,211,13,2020,7,Belgian Grand Prix,Racing Point,Circuit de Spa-Francorchamps,11,1,23689,44,9,8,40.0,63.0,44845,11.0,33,2.487,0.116,1,157.66666666667152,1,6,11,2.0,0.25,0.25,1.182836814260443,Standard
1037_849_2,1037,849,3,13,2020,7,Belgian Grand Prix,Williams,Circuit de Spa-Francorchamps,30,2,23477,44,19,17,0.0,0.0,4023,20.0,14,2.409,,0,461.3333333333285,2,0,0,6.0,0.6818181818181818,0.45454545454545453,,Standard
1038_848_1,1038,848,9,14,2020,8,Italian Grand Prix,Red Bull,Autodromo Nazionale di Monza,22,1,29661,53,9,15,48.0,158.0,46447,22.0,31,0.436,0.327,1,18514.33333333333,-6,8,10,0.5,0.41509433962264153,0.41509433962264153,1.4499583327210939,Undercut
1038_849_1,1038,849,3,14,2020,8,Italian Grand Prix,Williams,Autodromo Nazionale di Monza,16,1,26335,53,20,18,0.0,0.0,4439,16.0,37,7.27,20.901,0,201.66666666667152,2,0,0,-5.5,0.3018867924528302,0.3018867924528302,0.16657899980493734,Standard
1039_1_1,1039,1,131,76,2020,9,Tuscan Grand Prix,Mercedes,Autodromo Internazionale del Mugello,7,1,17536,59,1,2,164.0,281.0,12995,7.0,52,2.369,1.249,0,26267.333333333343,-1,1,1,-8.0,0.11864406779661017,0.11864406779661017,0.7414660465170299,Standard
1039_1_4,1039,1,131,76,2020,9,Tuscan Grand Prix,Mercedes,Autodromo Internazionale del Mugello,44,4,22800,59,1,1,164.0,281.0,44922,12.0,15,,12.282,1,241.66666666667152,0,0,10,-0.5,0.7457627118644068,0.2033898305084746,,Standard
1039_20_2,1039,20,6,76,2020,9,Tuscan Grand Prix,Ferrari,Autodromo Internazionale del Mugello,7,2,17516,59,14,13,16.0,61.0,18688,6.0,52,0.915,8.733,0,19627.333333333343,1,12,12,-13.0,0.11864406779661017,0.1016949152542373,0.6249364561199161,Standard
1039_815_5,1039,815,211,76,2020,9,Tuscan Grand Prix,Racing Point,Autodromo Internazionale del Mugello,45,5,1299712,59,7,5,34.0,82.0,1317958,2.0,14,1.582,5.282,1,20244.33333333333,2,4,15,-8.0,0.7627118644067796,0.03389830508474576,0.5464816421871991,Emergency
1039_826_1,1039,826,213,76,2020,9,Tuscan Grand Prix,AlphaTauri,Autodromo Internazionale del Mugello,7,1,17522,59,12,9,4.0,47.0,9719,7.0,52,1.835,1.888,0,11444.0,3,8,8,-8.0,0.11864406779661017,0.11864406779661017,0.6989940738786538,Standard
1039_826_4,1039,826,213,76,2020,9,Tuscan Grand Prix,AlphaTauri,Autodromo Internazionale del Mugello,43,4,22745,59,12,7,4.0,47.0,36568,14.0,16,13.021,8.044,1,843.3333333333285,5,5,7,1.5,0.7288135593220338,0.23728813559322035,0.18189213305208043,Standard
1039_840_1,1039,840,211,76,2020,9,Tuscan Grand Prix,Racing Point,Autodromo Internazionale del Mugello,7,1,17625,59,6,5,57.0,82.0,13142,7.0,52,1.226,1.328,0,21557.333333333343,1,4,4,-8.0,0.11864406779661017,0.11864406779661017,0.878789562897713,Undercut
1039_844_2,1039,844,6,76,2020,9,Tuscan Grand Prix,Ferrari,Autodromo Internazionale del Mugello,8,2,1436871,59,5,3,45.0,61.0,1464768,1.0,51,2.467,3.633,1,21474.333333333343,2,2,16,-18.0,0.13559322033898305,0.01694915254237288,0.5042766708351463,Emergency
1039_847_3,1039,847,3,76,2020,9,Tuscan Grand Prix,Williams,Autodromo Internazionale del Mugello,29,3,23638,59,18,10,0.0,0.0,18865,21.0,30,9.172,8.509,0,1031.0,8,2,7,7.0,0.4915254237288136,0.3559322033898305,0.20347261304738226,Standard
1039_8_3,1039,8,51,76,2020,9,Tuscan Grand Prix,Alfa Romeo,Autodromo Internazionale del Mugello,8,3,1450186,59,13,11,0.0,2.0,1469541,1.0,51,4.861,2.064,1,9851.666666666672,2,10,24,-13.0,0.13559322033898305,0.01694915254237288,0.49699010541424643,Emergency
1040_817_1,1040,817,4,71,2020,10,Russian Grand Prix,Renault,Sochi Autodrom,15,1,30112,53,5,8,53.0,83.0,8261,15.0,38,1.511,2.937,0,560.6666666666715,-3,0,1,-5.0,0.2830188679245283,0.2830188679245283,0.6522482180766831,Standard
1040_839_1,1040,839,4,71,2020,10,Russian Grand Prix,Renault,Sochi Autodrom,18,1,30068,53,7,4,30.0,83.0,5548,18.0,35,4.135,4.388,0,172.66666666667152,3,0,4,-2.0,0.33962264150943394,0.33962264150943394,0.38033959124427397,Standard
1040_842_2,1040,842,213,71,2020,10,Russian Grand Prix,AlphaTauri,Sochi Autodrom,42,2,29409,53,9,9,43.0,53.0,10958,24.0,11,4.747,15.29,0,168.66666666667152,0,0,0,4.0,0.7924528301886793,0.4528301886792453,0.23539118228925163,Standard
1040_847_1,1040,847,3,71,2020,10,Russian Grand Prix,Williams,Sochi Autodrom,1,1,30165,53,13,16,0.0,0.0,0,1.0,52,0.603,4.332,0,,-3,0,0,-19.0,0.018867924528301886,0.018867924528301886,0.8113772048751426,Undercut
1040_847_3,1040,847,3,71,2020,10,Russian Grand Prix,Williams,Sochi Autodrom,50,3,29675,53,13,18,0.0,0.0,6107,36.0,3,11.822,,0,2904.6666666666715,-5,0,0,22.0,0.9433962264150944,0.6792452830188679,,Standard
1041_20_1,1041,20,6,20,2020,11,Eifel Grand Prix,Ferrari,Nürburgring,11,1,22616,60,11,16,17.0,74.0,10947,11.0,49,0.771,0.5,0,473.3333333333285,-5,0,2,-4.0,0.18333333333333332,0.18333333333333332,1.2313194052324485,Undercut
1041_807_2,1041,807,211,20,2020,11,Eifel Grand Prix,Racing Point,Nürburgring,44,2,22686,60,20,8,6.0,104.0,21555,15.0,16,4.394,8.515,1,555.3333333333285,12,3,3,-4.0,0.7333333333333333,0.25,0.2904883903038564,Standard
1041_841_2,1041,841,51,20,2020,11,Eifel Grand Prix,Alfa Romeo,Nürburgring,36,2,22772,60,14,9,2.0,4.0,3574,21.0,24,1.331,0.628,0,1437.6666666666715,5,0,2,2.0,0.6,0.35,1.0432510432510433,Undercut
1042_840_1,1042,840,211,75,2020,12,Portuguese Grand Prix,Racing Point,Autódromo Internacional do Algarve,18,1,36314,66,12,16,57.0,120.0,16141,18.0,48,1.246,1.743,0,830.6666666666715,-4,1,1,3.0,0.2727272727272727,0.2727272727272727,0.8098003206737849,Standard
1042_849_1,1042,849,3,75,2020,12,Portuguese Grand Prix,Williams,Autódromo Internacional do Algarve,24,1,26739,66,20,17,0.0,0.0,3770,24.0,42,2.151,3.534,0,154.0,3,0,1,9.0,0.36363636363636365,0.36363636363636365,0.5379153690085432,Standard
1043_20_1,1043,20,6,21,2020,13,Emilia Romagna Grand Prix,Ferrari,Autodromo Enzo e Dino Ferrari,39,1,40497,63,14,4,18.0,93.0,4723,39.0,24,28.404,2.202,0,126.66666666667152,10,0,0,24.0,0.6190476190476191,0.6190476190476191,0.34631378786435596,Standard
1043_825_1,1043,825,210,21,2020,13,Emilia Romagna Grand Prix,Haas F1 Team,Autodromo Enzo e Dino Ferrari,27,1,30708,63,17,14,1.0,3.0,8745,27.0,36,2.083,1.017,0,372.6666666666715,3,1,1,12.0,0.42857142857142855,0.42857142857142855,0.8201452107298794,Standard
1043_830_1,1043,830,9,21,2020,13,Emilia Romagna Grand Prix,Red Bull,Autodromo Enzo e Dino Ferrari,18,1,29427,63,3,3,162.0,226.0,4343,18.0,45,2.47,25.831,0,172.33333333332848,0,0,1,3.0,0.2857142857142857,0.2857142857142857,0.3254547596832216,Standard
1044_840_1,1044,840,211,5,2020,14,Turkish Grand Prix,Racing Point,Istanbul Park,9,1,23730,58,1,1,57.0,134.0,1,9.0,49,,4.573,0,492.3333333333285,0,0,9,-6.0,0.15517241379310345,0.15517241379310345,,Standard
1044_846_1,1044,846,1,5,2020,14,Turkish Grand Prix,McLaren,Istanbul Park,9,1,22684,58,14,10,69.0,134.0,0,9.0,49,2.539,4.193,0,1042.6666666666715,4,1,10,-6.0,0.15517241379310345,0.15517241379310345,0.47513261352810066,Standard
1044_848_1,1044,848,9,5,2020,14,Turkish Grand Prix,Red Bull,Istanbul Park,12,1,22602,58,4,1,64.0,226.0,0,12.0,46,,0.236,0,402.3333333333285,3,0,6,-3.0,0.20689655172413793,0.20689655172413793,,Standard
1045_815_1,1045,815,211,3,2020,15,Bahrain Grand Prix,Racing Point,Bahrain International Circuit,1,1,1163442,57,5,3,100.0,154.0,0,1.0,56,2.875,3.72,0,,2,2,2,-11.0,0.017543859649122806,0.017543859649122806,0.46992892290869326,Emergency
1045_830_1,1045,830,9,3,2020,15,Bahrain Grand Prix,Red Bull,Bahrain International Circuit,1,1,1164529,57,3,2,170.0,240.0,0,1.0,56,2.135,2.875,0,,1,1,1,-11.0,0.017543859649122806,0.017543859649122806,0.5770437824767196,Emergency
1045_832_3,1045,832,1,3,2020,15,Bahrain Grand Prix,McLaren,Bahrain International Circuit,39,3,25502,57,15,5,75.0,149.0,5514,18.0,18,5.371,7.736,0,1328.0,10,0,3,5.0,0.6842105263157895,0.3157894736842105,0.27143009504491217,Standard
1045_844_3,1045,844,6,3,2020,15,Bahrain Grand Prix,Ferrari,Bahrain International Circuit,40,3,24855,57,12,8,97.0,130.0,5179,17.0,17,4.156,0.139,0,1379.6666666666715,4,0,5,4.0,0.7017543859649122,0.2982456140350877,1.0719119230661822,Standard
1046_846_2,1046,846,1,3,2020,16,Sakhir Grand Prix,McLaren,Bahrain International Circuit,54,2,24245,87,19,9,86.0,171.0,8153,34.0,33,8.662,4.167,1,779.0,10,0,2,15.0,0.6206896551724138,0.39080459770114945,0.2970341414395297,Overcut
1046_847_3,1046,847,131,3,2020,16,Sakhir Grand Prix,Mercedes,Bahrain International Circuit,63,3,24724,87,2,1,0.0,533.0,55423,1.0,24,,4.094,1,7870.333333333336,1,0,4,-14.5,0.7241379310344828,0.011494252873563218,,Emergency
1046_849_1,1046,849,3,3,2020,16,Sakhir Grand Prix,Williams,Bahrain International Circuit,27,1,24297,87,16,12,0.0,0.0,2890,27.0,60,8.094,2.302,0,238.0,4,1,3,15.0,0.3103448275862069,0.3103448275862069,0.41280937225135095,Standard
1046_851_1,1046,851,3,3,2020,16,Sakhir Grand Prix,Williams,Bahrain International Circuit,31,1,24863,87,17,13,0.0,0.0,3671,31.0,56,4.273,10.605,0,487.66666666666424,4,1,2,19.0,0.3563218390804598,0.3563218390804598,0.2758151175870704,Overcut
1046_8_3,1046,8,51,3,2020,16,Sakhir Grand Prix,Alfa Romeo,Bahrain International Circuit,62,3,24686,87,18,15,4.0,8.0,20792,8.0,25,9.978,21.159,1,10270.0,3,3,3,-7.5,0.7126436781609196,0.09195402298850575,0.136219663726322,Standard
1047_830_1,1047,830,9,24,2020,17,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,10,1,21289,55,1,1,189.0,282.0,24028,10.0,45,,4.917,1,332.3333333333285,0,0,0,-4.0,0.18181818181818182,0.18181818181818182,,Standard
1047_844_1,1047,844,6,24,2020,17,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,22,1,22178,55,12,13,98.0,131.0,3148,22.0,33,0.968,1.228,0,1266.3333333333285,-1,0,0,8.0,0.4,0.4,0.9569631154121236,Undercut
1051_815_2,1051,815,9,78,2021,20,Qatar Grand Prix,Red Bull,Losail International Circuit,41,2,25420,57,11,6,178.0,510.5,20587,22.0,16,0.928,0.481,0,300.6666666666715,5,1,1,3.0,0.7192982456140351,0.38596491228070173,1.1938916454901785,Standard
1051_817_1,1051,817,1,78,2021,20,Qatar Grand Prix,McLaren,Losail International Circuit,26,1,25562,57,14,13,105.0,256.0,20490,26.0,31,2.844,1.24,0,1476.3333333333285,1,0,2,11.0,0.45614035087719296,0.45614035087719296,0.7065742530102572,Standard
1051_840_1,1051,840,117,78,2021,20,Qatar Grand Prix,Aston Martin,Losail International Circuit,23,1,26157,57,12,13,26.0,68.0,21328,23.0,34,4.964,7.62,0,382.0,-1,1,2,8.0,0.40350877192982454,0.40350877192982454,0.2836819836264299,Standard
1051_844_1,1051,844,6,78,2021,20,Qatar Grand Prix,Ferrari,Losail International Circuit,27,1,25799,57,13,12,148.0,287.5,24088,27.0,30,0.876,3.385,0,427.3333333333285,1,1,4,12.0,0.47368421052631576,0.47368421052631576,0.7610992115493553,Standard
1051_852_2,1051,852,213,78,2021,20,Qatar Grand Prix,AlphaTauri,Losail International Circuit,34,2,26674,57,8,13,20.0,112.0,21158,25.0,23,5.803,0.199,0,78.33333333332848,-5,0,2,6.0,0.5964912280701754,0.43859649122807015,0.9810223302112335,Standard
1051_854_1,1051,854,210,78,2021,20,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,22,1,25881,57,19,20,0.0,0.0,21131,22.0,35,3.464,,0,415.6666666666715,-1,0,0,7.0,0.38596491228070173,0.38596491228070173,,Standard
1052_847_1,1052,847,3,3,2021,1,Bahrain Grand Prix,Williams,Bahrain International Circuit,13,1,24621,56,15,12,0.0,0.0,2504,13.0,43,0.199,0.207,0,208.33333333332848,3,4,9,1.0,0.23214285714285715,0.23214285714285715,1.6625287712143437,Standard
1052_852_2,1052,852,213,3,2021,1,Bahrain Grand Prix,AlphaTauri,Bahrain International Circuit,33,2,24328,56,13,8,0.0,0.0,3409,18.0,23,1.023,4.5,0,695.0,5,1,5,-1.0,0.5892857142857143,0.32142857142857145,0.6761335550262887,Standard
1052_8_2,1052,8,51,3,2021,1,Bahrain Grand Prix,Alfa Romeo,Bahrain International Circuit,29,2,24046,56,14,9,0.0,0.0,2699,16.0,27,8.339,0.73,0,290.0,5,0,2,-3.0,0.5178571428571429,0.2857142857142857,0.6851125276746716,Standard
1053_1_4,1053,1,131,21,2021,2,Emilia Romagna Grand Prix,Mercedes,Autodromo Enzo e Dino Ferrari,33,4,65870,63,1,9,25.0,41.0,1507142,1.0,30,5.509,5.161,1,56048.0,-8,8,23,-12.0,0.5238095238095238,0.015873015873015872,0.31594474373302905,Emergency
1053_20_4,1053,20,117,21,2021,2,Emilia Romagna Grand Prix,Aston Martin,Autodromo Enzo e Dino Ferrari,32,4,1452323,63,0,15,0.0,1.0,37748,10.0,31,3.1,,1,17628.33333333333,-15,8,12,-3.0,0.5079365079365079,0.15873015873015872,,Emergency
1053_842_4,1053,842,213,21,2021,2,Emilia Romagna Grand Prix,AlphaTauri,Autodromo Enzo e Dino Ferrari,33,4,56083,63,5,14,0.0,2.0,1470507,1.0,30,2.608,6.978,1,29067.33333333333,-9,13,28,-12.0,0.5238095238095238,0.015873015873015872,0.4025065604469942,Emergency
1053_844_1,1053,844,6,21,2021,2,Emilia Romagna Grand Prix,Ferrari,Autodromo Enzo e Dino Ferrari,28,1,31002,63,4,2,8.0,12.0,5677,28.0,35,16.398,7.141,1,1177.0,2,1,10,14.0,0.4444444444444444,0.4444444444444444,0.18031290357094107,Standard
1053_853_2,1053,853,210,21,2021,2,Emilia Romagna Grand Prix,Haas F1 Team,Autodromo Enzo e Dino Ferrari,23,2,31500,63,19,19,0.0,0.0,7153,11.0,40,7.17,,0,1727.6666666666715,0,0,2,-8.0,0.36507936507936506,0.1746031746031746,,Standard
1054_4_3,1054,4,214,75,2021,3,Portuguese Grand Prix,Alpine F1 Team,Autódromo Internacional do Algarve,40,3,26442,66,13,6,1.0,3.0,5502,37.0,26,7.334,8.91,0,220.66666666667152,7,0,1,23.0,0.6060606060606061,0.5606060606060606,0.2208985743299971,Standard
1054_815_2,1054,815,9,75,2021,3,Portuguese Grand Prix,Red Bull,Autódromo Internacional do Algarve,3,2,22100,66,4,5,10.0,53.0,52491,1.0,63,1.281,0.886,1,9933.0,-1,4,23,-18.0,0.045454545454545456,0.015151515151515152,0.9686269022116866,Emergency
1054_822_4,1054,822,131,75,2021,3,Portuguese Grand Prix,Mercedes,Autódromo Internacional do Algarve,63,4,26573,66,1,3,16.0,60.0,3807,27.0,3,9.49,25.467,0,113.66666666667152,-2,0,0,14.0,0.9545454545454546,0.4090909090909091,0.13311178411175412,Standard
1054_830_1,1054,830,9,75,2021,3,Portuguese Grand Prix,Red Bull,Autódromo Internacional do Algarve,2,1,22718,66,3,3,43.0,53.0,21571,2.0,64,0.966,2.349,1,0.0,0,2,2,-24.0,0.030303030303030304,0.030303030303030304,0.8072435949815117,Emergency
1054_832_1,1054,832,6,75,2021,3,Portuguese Grand Prix,Ferrari,Autódromo Internacional do Algarve,2,1,22029,66,5,4,14.0,34.0,20528,2.0,64,2.349,1.01,1,0.0,1,3,3,-24.0,0.030303030303030304,0.030303030303030304,0.796109033809751,Emergency
1054_846_2,1054,846,1,75,2021,3,Portuguese Grand Prix,McLaren,Autódromo Internacional do Algarve,3,2,22551,66,7,6,27.0,41.0,51050,1.0,63,0.886,1.791,1,10444.0,1,5,24,-18.0,0.045454545454545456,0.015151515151515152,0.8885172116251563,Emergency
1054_847_1,1054,847,3,75,2021,3,Portuguese Grand Prix,Williams,Autódromo Internacional do Algarve,2,1,23532,66,11,11,0.0,0.0,22050,2.0,64,0.801,1.94,1,0.0,0,10,10,-24.0,0.030303030303030304,0.030303030303030304,0.8953831393745726,Emergency
1054_847_2,1054,847,3,75,2021,3,Portuguese Grand Prix,Williams,Autódromo Internacional do Algarve,3,2,22755,66,11,11,0.0,0.0,48098,1.0,63,0.548,1.349,1,11025.0,0,10,29,-18.0,0.045454545454545456,0.015151515151515152,1.0717079014325739,Emergency
1054_852_2,1054,852,213,75,2021,3,Portuguese Grand Prix,AlphaTauri,Autódromo Internacional do Algarve,3,2,22542,66,14,15,2.0,8.0,43928,1.0,63,1.97,1.409,1,13876.5,-1,14,33,-18.0,0.045454545454545456,0.015151515151515152,0.7518103408514367,Emergency
1055_815_1,1055,815,9,4,2021,4,Spanish Grand Prix,Red Bull,Circuit de Barcelona-Catalunya,27,1,22382,66,8,5,22.0,83.0,3376,27.0,39,1.323,14.015,0,1078.3333333333285,3,0,1,9.0,0.4090909090909091,0.4090909090909091,0.4970778969918014,Standard
1055_822_2,1055,822,131,4,2021,4,Spanish Grand Prix,Mercedes,Circuit de Barcelona-Catalunya,53,2,21638,66,3,3,32.0,101.0,6295,30.0,13,7.917,13.168,0,2190.6666666666715,0,0,1,9.0,0.803030303030303,0.45454545454545453,0.18272693268183077,Standard
1055_830_2,1055,830,9,4,2021,4,Spanish Grand Prix,Red Bull,Circuit de Barcelona-Catalunya,60,2,21592,66,2,2,61.0,83.0,7037,36.0,6,5.683,24.153,0,1092.6666666666715,0,0,1,15.0,0.9090909090909091,0.5454545454545454,0.18939008723740738,Overcut
1055_832_2,1055,832,6,4,2021,4,Spanish Grand Prix,Ferrari,Circuit de Barcelona-Catalunya,46,2,21856,66,6,7,14.0,42.0,4557,24.0,20,1.345,12.544,0,726.6666666666715,-1,1,1,3.0,0.696969696969697,0.36363636363636365,0.5002726641872908,Standard
1055_849_2,1055,849,3,4,2021,4,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,27,2,21424,66,19,12,0.0,0.0,4578,18.0,39,0.402,0.066,0,160.33333333332848,7,1,2,-3.0,0.4090909090909091,0.2727272727272727,1.651353065708864,Undercut
1056_840_1,1056,840,117,6,2021,5,Monaco Grand Prix,Aston Martin,Circuit de Monaco,58,1,23474,78,13,8,5.0,5.0,17023,58.0,20,18.606,6.082,0,504.6666666666715,5,0,0,35.0,0.7435897435897436,0.7435897435897436,0.19220784443655808,Standard
1057_20_2,1057,20,117,73,2021,6,Azerbaijan Grand Prix,Aston Martin,Baku City Circuit,47,2,14945,51,11,3,10.0,19.0,28769,29.0,4,2.713,3.22,1,453.0,8,2,3,13.5,0.9215686274509803,0.5686274509803921,0.5062908214126618,Overcut
1057_4_3,1057,4,214,73,2021,6,Azerbaijan Grand Prix,Alpine F1 Team,Baku City Circuit,47,3,15432,51,8,10,5.0,17.0,32767,13.0,4,2.367,1.348,1,1135.0,-2,9,10,8.0,0.9215686274509803,0.2549019607843137,0.7228946751945049,Standard
1057_817_3,1057,817,1,73,2021,6,Azerbaijan Grand Prix,McLaren,Baku City Circuit,48,3,2015163,51,13,9,24.0,80.0,74306,1.0,3,2.155,3.748,1,11636.666666666672,4,8,25,-4.0,0.9411764705882353,0.0196078431372549,0.5275722065642453,Emergency
1057_841_1,1057,841,51,73,2021,6,Azerbaijan Grand Prix,Alfa Romeo,Baku City Circuit,2,1,20402,51,20,18,1.0,1.0,0,2.0,49,0.324,0.785,0,0.0,2,0,1,-10.0,0.0392156862745098,0.0392156862745098,1.3155110986992984,Undercut
1057_841_3,1057,841,51,73,2021,6,Azerbaijan Grand Prix,Alfa Romeo,Baku City Circuit,47,3,14881,51,20,12,1.0,1.0,34629,13.0,4,2.067,0.74,1,903.0,8,11,12,8.0,0.9215686274509803,0.2549019607843137,0.900764159817711,Standard
1057_846_1,1057,846,1,73,2021,6,Azerbaijan Grand Prix,McLaren,Baku City Circuit,7,1,20533,51,9,12,56.0,80.0,4541,7.0,44,2.215,0.992,0,931.0,-3,1,1,-5.0,0.13725490196078433,0.13725490196078433,0.8130500227972544,Undercut
