event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index
1003_832_1,1003,832,4,15,2018,15,Singapore Grand Prix,Renault,Marina Bay Street Circuit,37,1,30242,61,12,8,34.0,86.0,8674,37.0,24,12.279,8.63,0,253.66666666667152,4,0,2,28.0,0.6065573770491803,0.6065573770491803,0.17914903543466104
1003_838_1,1003,838,1,15,2018,15,Singapore Grand Prix,McLaren,Marina Bay Street Circuit,43,1,30234,61,18,12,8.0,52.0,9019,43.0,18,3.688,24.612,0,566.3333333333285,6,0,0,34.0,0.7049180327868853,0.7049180327868853,0.25235477823695057
1003_840_1,1003,840,3,15,2018,15,Singapore Grand Prix,Williams,Marina Bay Street Circuit,40,1,28767,61,20,13,6.0,7.0,8619,40.0,21,15.422,10.716,0,1205.3333333333285,7,0,3,31.0,0.6557377049180327,0.6557377049180327,0.14624728570900505
1003_842_1,1003,842,5,15,2018,15,Singapore Grand Prix,Toro Rosso,Marina Bay Street Circuit,26,1,28931,61,15,13,28.0,30.0,12897,26.0,35,0.612,1.318,0,748.3333333333285,2,0,0,17.0,0.4262295081967213,0.4262295081967213,1.0517537793554381
1003_843_1,1003,843,5,15,2018,15,Singapore Grand Prix,Toro Rosso,Marina Bay Street Circuit,14,1,29912,61,17,18,2.0,30.0,6945,14.0,47,1.802,0.217,0,382.3333333333285,-1,1,1,5.0,0.22950819672131148,0.22950819672131148,1.1785806241228092
1003_843_2,1003,843,5,15,2018,15,Singapore Grand Prix,Toro Rosso,Marina Bay Street Circuit,36,2,29464,61,17,17,2.0,30.0,11575,22.0,25,7.978,2.319,0,4370.3333333333285,0,0,0,8.0,0.5901639344262295,0.36065573770491804,0.4126789525545723
1003_844_1,1003,844,15,15,2018,15,Singapore Grand Prix,Sauber,Marina Bay Street Circuit,38,1,29310,61,13,8,13.0,19.0,8786,38.0,23,20.858,0.991,0,492.3333333333285,5,1,4,29.0,0.6229508196721312,0.6229508196721312,0.5480100106440186
1003_845_1,1003,845,3,15,2018,15,Singapore Grand Prix,Williams,Marina Bay Street Circuit,3,1,30477,61,19,19,1.0,7.0,4276,3.0,58,3.643,,0,1265.5,0,0,0,-6.0,0.04918032786885246,0.04918032786885246,
1003_845_2,1003,845,3,15,2018,15,Singapore Grand Prix,Williams,Marina Bay Street Circuit,45,2,34022,61,19,19,1.0,7.0,11648,42.0,16,10.928,,0,3624.6666666666715,0,0,2,28.0,0.7377049180327869,0.6885245901639344,
1003_8_1,1003,8,6,15,2018,15,Singapore Grand Prix,Ferrari,Marina Bay Street Circuit,22,1,29513,61,5,2,164.0,390.0,9852,22.0,39,6.049,3.275,0,875.3333333333285,3,0,0,13.0,0.36065573770491804,0.36065573770491804,0.3757822228527293
1004_154_1,1004,154,210,71,2018,16,Russian Grand Prix,Haas F1 Team,Sochi Autodrom,8,1,30469,53,9,14,27.0,76.0,9777,8.0,45,3.912,8.621,0,520.0,-5,0,1,-13.0,0.1509433962264151,0.1509433962264151,0.3075223613383725
1004_1_1,1004,1,131,71,2018,16,Russian Grand Prix,Mercedes,Sochi Autodrom,14,1,29551,53,2,1,281.0,452.0,5064,14.0,39,,3.41,0,399.3333333333285,1,0,3,-7.0,0.2641509433962264,0.2641509433962264,
1004_20_1,1004,20,6,71,2018,16,Russian Grand Prix,Ferrari,Sochi Autodrom,13,1,29798,53,3,2,241.0,415.0,4783,13.0,40,6.523,0.862,0,615.3333333333285,1,0,4,-8.0,0.24528301886792453,0.24528301886792453,0.6699826225711256
1004_4_1,1004,4,1,71,2018,16,Russian Grand Prix,McLaren,Sochi Autodrom,5,1,30348,53,16,18,50.0,58.0,4887,5.0,48,3.561,,0,506.0,-2,0,1,-16.0,0.09433962264150944,0.09433962264150944,
1004_815_1,1004,815,10,71,2018,16,Russian Grand Prix,Force India,Sochi Autodrom,12,1,29924,53,8,7,46.0,32.0,4196,12.0,41,2.995,3.507,0,645.0,1,1,6,-9.0,0.22641509433962265,0.22641509433962265,0.4721899712115183
1004_817_1,1004,817,9,71,2018,16,Russian Grand Prix,Red Bull,Sochi Autodrom,39,1,37446,53,18,6,126.0,274.0,5290,39.0,14,25.085,34.877,0,252.0,12,0,1,18.0,0.7358490566037735,0.7358490566037735,0.06620921911284551
1004_822_1,1004,822,131,71,2018,16,Russian Grand Prix,Mercedes,Sochi Autodrom,12,1,29794,53,1,3,171.0,452.0,5246,12.0,41,1.667,2.765,0,739.0,-2,0,5,-9.0,0.22641509433962265,0.22641509433962265,0.6405573805266374
1004_825_1,1004,825,210,71,2018,16,Russian Grand Prix,Haas F1 Team,Sochi Autodrom,9,1,29904,53,5,9,49.0,76.0,5868,9.0,44,2.47,0.603,0,1638.0,-4,0,2,-12.0,0.16981132075471697,0.16981132075471697,0.9120147561938081
1004_828_1,1004,828,15,71,2018,16,Russian Grand Prix,Sauber,Sochi Autodrom,11,1,30051,53,10,10,6.0,21.0,4056,11.0,42,2.106,2.833,0,1509.0,0,0,4,-10.0,0.20754716981132076,0.20754716981132076,0.5828497531099179
1004_828_2,1004,828,15,71,2018,16,Russian Grand Prix,Sauber,Sochi Autodrom,37,2,30146,53,10,13,6.0,21.0,4769,26.0,16,6.927,25.872,0,300.6666666666715,-3,0,1,4.5,0.6981132075471698,0.49056603773584906,0.16336458543843416
1004_830_1,1004,830,9,71,2018,16,Russian Grand Prix,Red Bull,Sochi Autodrom,43,1,29370,53,19,4,148.0,274.0,4804,43.0,10,0.307,6.003,0,532.0,15,0,0,22.0,0.8113207547169812,0.8113207547169812,0.9079068856816311
1004_832_1,1004,832,4,71,2018,16,Russian Grand Prix,Renault,Sochi Autodrom,32,1,30021,53,11,14,38.0,91.0,4714,32.0,21,14.328,8.478,0,181.0,-3,0,0,11.0,0.6037735849056604,0.6037735849056604,0.17074757453917017
1004_838_1,1004,838,1,71,2018,16,Russian Grand Prix,McLaren,Sochi Autodrom,11,1,29636,53,15,15,8.0,58.0,5111,11.0,42,2.568,0.422,0,1204.0,0,1,5,-10.0,0.20754716981132076,0.20754716981132076,0.9835039387460345
1004_839_1,1004,839,10,71,2018,16,Russian Grand Prix,Force India,Sochi Autodrom,10,1,30642,53,6,8,45.0,32.0,2637,10.0,43,2.287,0.05,0,826.3333333333285,-2,1,3,-11.0,0.18867924528301888,0.18867924528301888,1.2566097324235443
1004_840_1,1004,840,3,71,2018,16,Russian Grand Prix,Williams,Sochi Autodrom,7,1,29266,53,14,17,6.0,7.0,8452,7.0,46,3.48,12.032,0,792.0,-3,0,1,-14.0,0.1320754716981132,0.1320754716981132,0.29994847847057793
1004_843_1,1004,843,5,71,2018,16,Russian Grand Prix,Toro Rosso,Sochi Autodrom,3,1,29418,53,20,20,2.0,30.0,2442,3.0,50,3.711,,0,4673.5,0,0,0,-18.0,0.05660377358490566,0.05660377358490566,
1004_844_1,1004,844,15,71,2018,16,Russian Grand Prix,Sauber,Sochi Autodrom,10,1,30397,53,7,6,15.0,21.0,4158,10.0,43,10.583,2.633,0,1224.6666666666715,1,0,2,-11.0,0.18867924528301888,0.18867924528301888,0.3615880301814791
1004_845_1,1004,845,3,71,2018,16,Russian Grand Prix,Williams,Sochi Autodrom,10,1,29912,53,13,17,1.0,7.0,7702,10.0,43,3.98,2.386,0,3492.3333333333285,-4,2,4,-11.0,0.18867924528301888,0.18867924528301888,0.49613693996304176
1004_8_1,1004,8,6,71,2018,16,Russian Grand Prix,Ferrari,Sochi Autodrom,18,1,29531,53,4,1,174.0,415.0,4797,18.0,35,,1.569,0,278.0,3,0,0,-3.0,0.33962264150943394,0.33962264150943394,
1005_154_1,1005,154,210,22,2018,17,Japanese Grand Prix,Haas F1 Team,Suzuka Circuit,29,1,23692,53,5,6,27.0,80.0,2246,29.0,24,17.411,7.01,0,272.3333333333285,-1,0,1,18.0,0.5471698113207547,0.5471698113207547,0.17915930001950878
1005_1_1,1005,1,131,22,2018,17,Japanese Grand Prix,Mercedes,Suzuka Circuit,24,1,22614,53,1,1,306.0,495.0,2633,24.0,29,,23.745,0,171.66666666667152,0,0,3,13.0,0.4528301886792453,0.4528301886792453,
1005_20_1,1005,20,6,22,2018,17,Japanese Grand Prix,Ferrari,Suzuka Circuit,26,1,22748,53,8,10,256.0,442.0,4929,26.0,27,3.449,2.66,0,1579.0,-2,1,3,15.0,0.49056603773584906,0.49056603773584906,0.4979936548644197
1005_4_1,1005,4,1,22,2018,17,Japanese Grand Prix,McLaren,Suzuka Circuit,26,1,27454,53,18,13,50.0,58.0,3146,26.0,27,0.258,0.467,0,296.0,5,2,4,15.0,0.49056603773584906,0.49056603773584906,1.4765758179688169
1005_807_1,1005,807,4,22,2018,17,Japanese Grand Prix,Renault,Suzuka Circuit,30,1,23555,53,16,14,53.0,91.0,3224,30.0,23,0.213,0.598,0,1439.3333333333285,2,0,3,19.0,0.5660377358490566,0.5660377358490566,1.4501845361111942
1005_815_1,1005,815,10,22,2018,17,Japanese Grand Prix,Force India,Suzuka Circuit,24,1,23635,53,9,9,47.0,35.0,3303,24.0,29,1.471,0.345,0,1349.3333333333285,0,1,4,13.0,0.4528301886792453,0.4528301886792453,1.1481888794777788
1005_817_1,1005,817,9,22,2018,17,Japanese Grand Prix,Red Bull,Suzuka Circuit,23,1,22864,53,15,3,134.0,292.0,2368,23.0,30,11.813,16.639,0,59.0,12,1,2,12.0,0.4339622641509434,0.4339622641509434,0.13473829106795523
1005_822_1,1005,822,131,22,2018,17,Japanese Grand Prix,Mercedes,Suzuka Circuit,23,1,22777,53,2,2,189.0,495.0,2526,23.0,30,7.891,11.813,0,295.6666666666715,0,0,1,12.0,0.4339622641509434,0.4339622641509434,0.19051902239478952
1005_825_1,1005,825,210,22,2018,17,Japanese Grand Prix,Haas F1 Team,Suzuka Circuit,2,1,29007,53,12,20,53.0,80.0,50424,2.0,51,49.416,,0,0.0,-8,0,0,-9.0,0.03773584905660377,0.03773584905660377,
1005_828_1,1005,828,15,22,2018,17,Japanese Grand Prix,Sauber,Suzuka Circuit,5,1,23244,53,20,18,6.0,27.0,40420,5.0,48,0.128,9.503,1,12722.333333333328,2,0,2,-6.0,0.09433962264150944,0.09433962264150944,0.9817357148210947
1005_830_1,1005,830,9,22,2018,17,Japanese Grand Prix,Red Bull,Suzuka Circuit,21,1,28789,53,3,3,158.0,292.0,2368,21.0,32,7.3,4.758,0,324.3333333333285,0,0,0,10.0,0.39622641509433965,0.39622641509433965,0.29415334139615074
1005_832_1,1005,832,4,22,2018,17,Japanese Grand Prix,Renault,Suzuka Circuit,32,1,23477,53,13,6,38.0,91.0,4223,32.0,21,35.431,3.678,0,722.0,7,0,1,21.0,0.6037735849056604,0.6037735849056604,0.24121571735772906
1005_838_1,1005,838,1,22,2018,17,Japanese Grand Prix,McLaren,Suzuka Circuit,23,1,23159,53,19,18,8.0,58.0,3272,23.0,30,5.293,3.047,0,243.0,1,2,3,12.0,0.4339622641509434,0.4339622641509434,0.40600333653070775
1005_839_1,1005,839,10,22,2018,17,Japanese Grand Prix,Force India,Suzuka Circuit,26,1,23316,53,11,9,47.0,35.0,3396,26.0,27,0.837,3.449,0,541.0,2,0,2,15.0,0.49056603773584906,0.49056603773584906,0.7691354249754644
1005_840_1,1005,840,3,22,2018,17,Japanese Grand Prix,Williams,Suzuka Circuit,14,1,23657,53,14,17,6.0,7.0,2381,14.0,39,1.041,0.573,0,654.3333333333285,-3,0,0,3.0,0.2641509433962264,0.2641509433962264,1.1256838124238242
1005_840_2,1005,840,3,22,2018,17,Japanese Grand Prix,Williams,Suzuka Circuit,39,2,29804,53,14,16,6.0,7.0,6716,25.0,14,1.987,15.2,0,3035.6666666666715,-2,0,1,11.0,0.7358490566037735,0.4716981132075472,0.39651245934026874
1005_842_1,1005,842,5,22,2018,17,Japanese Grand Prix,Toro Rosso,Suzuka Circuit,29,1,23376,53,7,8,28.0,30.0,3398,29.0,24,1.438,11.613,0,791.6666666666715,-1,1,2,18.0,0.5471698113207547,0.5471698113207547,0.4894555515108148
1005_843_1,1005,843,5,22,2018,17,Japanese Grand Prix,Toro Rosso,Suzuka Circuit,28,1,23110,53,6,9,2.0,30.0,2557,28.0,25,9.87,4.441,0,189.33333333332848,-3,0,3,17.0,0.5283018867924528,0.5283018867924528,0.2757860646794492
1005_844_1,1005,844,15,22,2018,17,Japanese Grand Prix,Sauber,Suzuka Circuit,4,1,38891,53,10,11,21.0,27.0,34273,4.0,49,3.633,0.586,1,2264.6666666666715,-1,0,1,-7.0,0.07547169811320754,0.07547169811320754,0.8463598903529126
1005_844_2,1005,844,15,22,2018,17,Japanese Grand Prix,Sauber,Suzuka Circuit,35,2,26672,53,10,13,21.0,27.0,3801,31.0,18,0.199,4.458,0,826.6666666666715,-3,0,0,17.0,0.660377358490566,0.5849056603773585,1.017245652676852
1005_845_1,1005,845,3,22,2018,17,Japanese Grand Prix,Williams,Suzuka Circuit,4,1,23660,53,17,17,1.0,7.0,35345,4.0,49,0.918,0.379,1,3231.6666666666715,0,1,2,-7.0,0.07547169811320754,0.07547169811320754,1.246539595496578
1005_845_2,1005,845,3,22,2018,17,Japanese Grand Prix,Williams,Suzuka Circuit,38,2,23647,53,17,17,1.0,7.0,6260,34.0,15,0.989,3.924,0,1001.3333333333285,0,0,0,20.0,0.7169811320754716,0.6415094339622641,0.7058521298498361
1005_8_1,1005,8,6,22,2018,17,Japanese Grand Prix,Ferrari,Suzuka Circuit,17,1,22781,53,4,4,186.0,442.0,2977,17.0,36,8.783,1.326,0,627.0,0,0,0,6.0,0.32075471698113206,0.32075471698113206,0.5321407474263751
1006_154_1,1006,154,210,69,2018,18,United States Grand Prix,Haas F1 Team,Circuit of the Americas,1,1,35104,56,8,19,31.0,84.0,0,1.0,55,12.171,3.992,0,,-11,2,2,-14.0,0.017857142857142856,0.017857142857142856,0.2762448921387119
1006_1_1,1006,1,131,69,2018,18,United States Grand Prix,Mercedes,Circuit of the Americas,11,1,23693,56,1,1,331.0,538.0,35089,11.0,45,,1.395,1,326.6666666666715,0,0,3,-4.0,0.19642857142857142,0.19642857142857142,
1006_1_2,1006,1,131,69,2018,18,United States Grand Prix,Mercedes,Circuit of the Americas,37,2,23915,56,1,1,331.0,538.0,2700,26.0,19,,7.296,0,2542.3333333333285,0,0,1,9.0,0.6607142857142857,0.4642857142857143,
1006_20_1,1006,20,6,69,2018,18,United States Grand Prix,Ferrari,Circuit of the Americas,26,1,24449,56,5,4,264.0,460.0,2895,26.0,30,1.637,1.082,0,1972.0,1,0,2,11.0,0.4642857142857143,0.4642857142857143,0.8595262059868487
1006_807_1,1006,807,4,69,2018,18,United States Grand Prix,Renault,Circuit of the Americas,23,1,24681,56,7,6,53.0,92.0,751,23.0,33,15.069,2.307,0,1061.6666666666715,1,1,4,8.0,0.4107142857142857,0.4107142857142857,0.3646204982018974
1006_815_1,1006,815,10,69,2018,18,United States Grand Prix,Force India,Circuit of the Americas,25,1,25723,56,10,6,53.0,43.0,1521,25.0,31,32.136,0.734,0,1170.0,4,0,3,10.0,0.44642857142857145,0.44642857142857145,0.6068799263960989
1006_822_1,1006,822,131,69,2018,18,United States Grand Prix,Mercedes,Circuit of the Americas,23,1,23478,56,3,2,207.0,538.0,261,23.0,33,3.638,11.29,0,954.0,1,0,3,8.0,0.4107142857142857,0.4107142857142857,0.29697714181255
1006_825_1,1006,825,210,69,2018,18,United States Grand Prix,Haas F1 Team,Circuit of the Americas,30,1,23723,56,12,6,53.0,84.0,924,30.0,26,27.88,2.475,0,463.3333333333285,6,0,1,15.0,0.5357142857142857,0.5357142857142857,0.3223958229538253
1006_828_1,1006,828,15,69,2018,18,United States Grand Prix,Sauber,Circuit of the Americas,30,1,23940,56,16,10,6.0,27.0,2336,30.0,26,6.385,0.25,0,1809.3333333333285,6,1,2,15.0,0.5357142857142857,0.5357142857142857,0.9354096140825999
1006_830_1,1006,830,9,69,2018,18,United States Grand Prix,Red Bull,Circuit of the Americas,22,1,23446,56,18,3,173.0,319.0,498,22.0,34,1.986,8.88,0,556.0,15,0,1,7.0,0.39285714285714285,0.39285714285714285,0.43611075708230856
1006_832_1,1006,832,4,69,2018,18,United States Grand Prix,Renault,Circuit of the Americas,24,1,29319,56,11,6,39.0,92.0,1295,24.0,32,18.93,10.119,0,780.6666666666715,5,0,4,9.0,0.42857142857142855,0.42857142857142855,0.14011175998809033
1006_838_1,1006,838,1,69,2018,18,United States Grand Prix,McLaren,Circuit of the Americas,10,1,24065,56,17,13,8.0,58.0,10562,10.0,46,0.741,3.658,0,90.66666666667152,4,1,1,-5.0,0.17857142857142858,0.17857142857142858,0.7890669526823714
1006_838_2,1006,838,1,69,2018,18,United States Grand Prix,McLaren,Circuit of the Americas,40,2,24195,56,17,11,8.0,58.0,1267,30.0,16,18.15,6.507,0,723.3333333333285,6,0,1,13.0,0.7142857142857143,0.5357142857142857,0.18542832607755827
1006_839_1,1006,839,10,69,2018,18,United States Grand Prix,Force India,Circuit of the Americas,22,1,24534,56,6,8,49.0,43.0,1239,22.0,34,7.585,2.178,0,1057.0,-2,1,2,7.0,0.39285714285714285,0.39285714285714285,0.4311455467169639
1006_840_2,1006,840,3,69,2018,18,United States Grand Prix,Williams,Circuit of the Americas,5,2,18610,56,15,18,6.0,7.0,1197,4.0,51,7.646,,0,12518.333333333328,-3,0,0,-13.0,0.08928571428571429,0.07142857142857142,
1006_840_3,1006,840,3,69,2018,18,United States Grand Prix,Williams,Circuit of the Americas,38,3,24296,56,15,16,6.0,7.0,3232,33.0,18,39.008,,0,1596.3333333333285,-1,0,2,17.0,0.6785714285714286,0.5892857142857143,
1006_842_1,1006,842,5,69,2018,18,United States Grand Prix,Toro Rosso,Circuit of the Americas,10,1,23865,56,19,14,28.0,30.0,11684,10.0,46,3.658,0.024,0,235.66666666667152,5,2,2,-5.0,0.17857142857142858,0.17857142857142858,1.19124691391155
1006_842_2,1006,842,5,69,2018,18,United States Grand Prix,Toro Rosso,Circuit of the Americas,36,2,24219,56,19,14,28.0,30.0,3414,26.0,20,1.798,7.284,0,3210.6666666666715,5,0,0,9.0,0.6428571428571429,0.4642857142857143,0.4781127721428944
1006_843_1,1006,843,5,69,2018,18,United States Grand Prix,Toro Rosso,Circuit of the Americas,27,1,23819,56,20,9,2.0,30.0,2187,27.0,29,1.555,2.849,0,1931.3333333333285,11,0,2,12.0,0.48214285714285715,0.48214285714285715,0.6511971747560426
1006_844_1,1006,844,15,69,2018,18,United States Grand Prix,Sauber,Circuit of the Americas,1,1,34812,56,9,17,21.0,27.0,0,1.0,55,2.617,0.899,0,,-8,0,0,-14.0,0.017857142857142856,0.017857142857142856,0.8030651581969934
1006_845_1,1006,845,3,69,2018,18,United States Grand Prix,Williams,Circuit of the Americas,10,1,23686,56,14,11,1.0,7.0,10235,10.0,46,1.135,3.584,0,114.66666666667152,3,0,0,-5.0,0.17857142857142858,0.17857142857142858,0.6865341622014869
1006_845_2,1006,845,3,69,2018,18,United States Grand Prix,Williams,Circuit of the Americas,29,2,23715,56,14,11,1.0,7.0,2638,19.0,27,2.683,0.643,0,2726.6666666666715,3,0,1,2.0,0.5178571428571429,0.3392857142857143,0.8801605111342948
1006_8_1,1006,8,6,69,2018,18,United States Grand Prix,Ferrari,Circuit of the Americas,21,1,23714,56,2,1,196.0,460.0,3983,21.0,35,,0.35,0,2428.6666666666715,1,0,0,6.0,0.375,0.375,
1007_154_1,1007,154,210,32,2018,19,Mexican Grand Prix,Haas F1 Team,Autódromo Hermanos Rodríguez,44,1,22733,71,18,14,31.0,84.0,6203,44.0,27,1.068,1.385,0,1258.6666666666715,4,0,1,27.0,0.6197183098591549,0.6197183098591549,0.902846205937334
1007_154_2,1007,154,210,32,2018,19,Mexican Grand Prix,Haas F1 Team,Autódromo Hermanos Rodríguez,60,2,23426,71,18,17,31.0,84.0,32381,16.0,11,10.265,,1,3737.3333333333285,1,0,0,-15.0,0.8450704225352113,0.22535211267605634,
1007_1_1,1007,1,131,32,2018,19,Mexican Grand Prix,Mercedes,Autódromo Hermanos Rodríguez,11,1,22269,71,3,4,346.0,563.0,5988,11.0,60,0.369,8.867,0,1302.3333333333285,-1,0,1,-6.0,0.15492957746478872,0.15492957746478872,0.8318081173545333
1007_20_1,1007,20,6,32,2018,19,Mexican Grand Prix,Ferrari,Autódromo Hermanos Rodríguez,17,1,22658,71,4,1,276.0,497.0,3752,17.0,54,,4.903,0,312.6666666666715,3,0,1,0.0,0.23943661971830985,0.23943661971830985,
1007_20_2,1007,20,6,32,2018,19,Mexican Grand Prix,Ferrari,Autódromo Hermanos Rodríguez,47,2,21777,71,4,2,276.0,497.0,3827,30.0,24,13.84,12.026,0,181.0,2,0,0,-1.0,0.6619718309859155,0.4225352112676056,0.14415498259131748
1007_807_1,1007,807,4,32,2018,19,Mexican Grand Prix,Renault,Autódromo Hermanos Rodríguez,12,1,23037,71,7,6,61.0,106.0,4993,12.0,59,8.328,3.173,0,1708.0,1,1,6,-5.0,0.16901408450704225,0.16901408450704225,0.34683987029252417
1007_815_1,1007,815,10,32,2018,19,Mexican Grand Prix,Force India,Autódromo Hermanos Rodríguez,30,1,23755,71,13,7,57.0,47.0,26134,30.0,41,67.523,3.389,1,761.3333333333285,6,0,0,13.0,0.4225352112676056,0.4225352112676056,0.2424359731971391
1007_817_1,1007,817,9,32,2018,19,Mexican Grand Prix,Red Bull,Autódromo Hermanos Rodríguez,12,1,22022,71,1,3,146.0,337.0,3910,12.0,59,0.392,9.649,0,1285.0,-2,0,5,-5.0,0.16901408450704225,0.16901408450704225,0.8122963356334792
1007_822_1,1007,822,131,32,2018,19,Mexican Grand Prix,Mercedes,Autódromo Hermanos Rodríguez,11,1,22105,71,5,6,217.0,563.0,4791,11.0,60,0.74,9.536,0,987.0,-1,1,2,-6.0,0.15492957746478872,0.15492957746478872,0.6696253240122535
1007_822_2,1007,822,131,32,2018,19,Mexican Grand Prix,Mercedes,Autódromo Hermanos Rodríguez,48,2,23887,71,5,5,217.0,563.0,8827,37.0,23,8.359,5.705,0,945.3333333333285,0,1,3,6.0,0.676056338028169,0.5211267605633803,0.2559914533530713
1007_822_3,1007,822,131,32,2018,19,Mexican Grand Prix,Mercedes,Autódromo Hermanos Rodríguez,62,3,22512,71,5,5,217.0,563.0,32281,14.0,9,29.926,98.454,1,5513.6666666666715,0,0,1,0.0,0.8732394366197183,0.19718309859154928,0.0423901516442617
1007_825_1,1007,825,210,32,2018,19,Mexican Grand Prix,Haas F1 Team,Autódromo Hermanos Rodríguez,43,1,22390,71,16,10,53.0,84.0,4750,43.0,28,1.92,2.475,0,1566.3333333333285,6,0,0,26.0,0.6056338028169014,0.6056338028169014,0.6302355375973194
1007_828_1,1007,828,15,32,2018,19,Mexican Grand Prix,Sauber,Autódromo Hermanos Rodríguez,16,1,31406,71,10,14,7.0,28.0,6612,16.0,55,0.44,0.958,0,3005.6666666666715,-4,0,0,-1.0,0.22535211267605634,0.22535211267605634,1.2051696742707978
1007_830_1,1007,830,9,32,2018,19,Mexican Grand Prix,Red Bull,Autódromo Hermanos Rodríguez,13,1,22175,71,2,1,191.0,337.0,4781,13.0,58,,6.037,0,1282.6666666666715,1,0,7,-4.0,0.18309859154929578,0.18309859154929578,
1007_838_1,1007,838,1,32,2018,19,Mexican Grand Prix,McLaren,Autódromo Hermanos Rodríguez,12,1,22174,71,15,13,8.0,58.0,5510,12.0,59,2.211,0.112,0,1120.3333333333285,2,2,7,-5.0,0.16901408450704225,0.16901408450704225,1.2107100367666004
1007_839_1,1007,839,10,32,2018,19,Mexican Grand Prix,Force India,Autódromo Hermanos Rodríguez,1,1,27806,71,11,16,49.0,47.0,0,1.0,70,0.462,0.246,0,,-5,0,0,-16.0,0.014084507042253521,0.014084507042253521,1.4865627463423312
1007_839_2,1007,839,10,32,2018,19,Mexican Grand Prix,Force India,Autódromo Hermanos Rodríguez,30,2,22756,71,11,13,49.0,47.0,31740,29.0,41,1.554,9.98,1,2832.3333333333285,-2,1,1,-2.0,0.4225352112676056,0.4084507042253521,0.4826173593905342
1007_840_1,1007,840,3,32,2018,19,Mexican Grand Prix,Williams,Autódromo Hermanos Rodríguez,10,1,24451,71,17,14,6.0,7.0,7289,10.0,61,2.679,1.077,0,992.0,3,0,0,-7.0,0.14084507042253522,0.14084507042253522,0.7532766421555124
1007_840_2,1007,840,3,32,2018,19,Mexican Grand Prix,Williams,Autódromo Hermanos Rodríguez,23,2,23371,71,17,17,6.0,7.0,5363,13.0,48,4.387,0.746,0,1734.0,0,0,0,-18.0,0.323943661971831,0.18309859154929578,0.7583697633626921
1007_842_1,1007,842,5,32,2018,19,Mexican Grand Prix,Toro Rosso,Autódromo Hermanos Rodríguez,5,1,22570,71,20,17,28.0,32.0,19532,5.0,66,2.397,8.776,1,1507.0,3,0,0,-12.0,0.07042253521126761,0.07042253521126761,0.39666871751188953
1007_842_2,1007,842,5,32,2018,19,Mexican Grand Prix,Toro Rosso,Autódromo Hermanos Rodríguez,26,2,23055,71,20,15,28.0,32.0,5268,21.0,45,6.01,3.784,0,2802.0,5,0,1,-10.0,0.36619718309859156,0.29577464788732394,0.3516834526882285
1007_843_2,1007,843,5,32,2018,19,Mexican Grand Prix,Toro Rosso,Autódromo Hermanos Rodríguez,24,2,23553,71,14,15,4.0,32.0,6061,23.0,47,0.226,0.035,0,2491.6666666666715,-1,0,1,-8.0,0.3380281690140845,0.323943661971831,1.7818442600342026
