event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index
1079_817_3,1079,817,1,4,2022,6,Spanish Grand Prix,McLaren,Circuit de Barcelona-Catalunya,48,3,22154,66,9,13,11.0,46.0,4223,17.0,18,1.054,23.185,0,930.0,-4,1,3,-1.0,0.7272727272727273,0.25757575757575757,0.5282028601745028
1079_822_1,1079,822,51,4,2022,6,Spanish Grand Prix,Alfa Romeo,Circuit de Barcelona-Catalunya,14,1,22987,66,7,3,30.0,31.0,4732,14.0,52,9.771,6.791,0,777.0,4,0,6,-5.0,0.21212121212121213,0.21212121212121213,0.221195118344572
1079_822_2,1079,822,51,4,2022,6,Spanish Grand Prix,Alfa Romeo,Circuit de Barcelona-Catalunya,34,2,22541,66,7,4,30.0,31.0,4031,20.0,32,12.187,15.963,0,936.0,3,0,2,-1.0,0.5151515151515151,0.30303030303030304,0.1347840953926992
1079_825_1,1079,825,210,4,2022,6,Spanish Grand Prix,Haas F1 Team,Circuit de Barcelona-Catalunya,1,1,29632,66,8,20,15.0,15.0,0,1.0,65,20.741,,0,,-12,1,1,-18.0,0.015151515151515152,0.015151515151515152,
1079_825_2,1079,825,210,4,2022,6,Spanish Grand Prix,Haas F1 Team,Circuit de Barcelona-Catalunya,29,2,23878,66,8,17,15.0,15.0,11539,28.0,37,2.596,0.31,0,3838.6666666666715,-9,1,3,7.0,0.4393939393939394,0.42424242424242425,1.041445541696032
1079_830_2,1079,830,9,4,2022,6,Spanish Grand Prix,Red Bull,Circuit de Barcelona-Catalunya,28,2,21966,66,2,3,85.0,151.0,4946,15.0,38,2.295,10.593,0,1341.6666666666715,-1,0,2,-6.0,0.42424242424242425,0.22727272727272727,0.38974908593655816
1079_830_3,1079,830,9,4,2022,6,Spanish Grand Prix,Red Bull,Circuit de Barcelona-Catalunya,44,3,21941,66,2,1,85.0,151.0,5082,16.0,22,,12.265,0,1523.0,1,0,1,-2.0,0.6666666666666666,0.24242424242424243,
1079_832_1,1079,832,6,4,2022,6,Spanish Grand Prix,Ferrari,Circuit de Barcelona-Catalunya,10,1,22341,66,3,11,53.0,157.0,6558,10.0,56,4.445,0.686,0,6628.3333333333285,-8,0,0,-9.0,0.15151515151515152,0.15151515151515152,0.7767745393109353
1079_832_2,1079,832,6,4,2022,6,Spanish Grand Prix,Ferrari,Circuit de Barcelona-Catalunya,31,2,21867,66,3,5,53.0,157.0,5068,21.0,35,12.519,4.845,0,1370.0,-2,0,3,0.0,0.4696969696969697,0.3181818181818182,0.2450563668242225
1079_832_3,1079,832,6,4,2022,6,Spanish Grand Prix,Ferrari,Circuit de Barcelona-Catalunya,45,3,22302,66,3,5,53.0,157.0,5179,14.0,21,5.212,3.003,0,1417.3333333333285,-2,0,1,-4.0,0.6818181818181818,0.21212121212121213,0.41079139132450404
1079_839_1,1079,839,214,4,2022,6,Spanish Grand Prix,Alpine F1 Team,Circuit de Barcelona-Catalunya,13,1,22137,66,12,6,24.0,26.0,4635,13.0,53,8.505,12.357,0,916.6666666666715,6,2,8,-6.0,0.19696969696969696,0.19696969696969696,0.18007489625430906
1079_839_2,1079,839,214,4,2022,6,Spanish Grand Prix,Alpine F1 Team,Circuit de Barcelona-Catalunya,35,2,22953,66,12,6,24.0,26.0,4763,22.0,31,0.948,8.456,0,959.0,6,0,2,1.0,0.5303030303030303,0.3333333333333333,0.6190999836701794
1079_840_2,1079,840,117,4,2022,6,Spanish Grand Prix,Aston Martin,Circuit de Barcelona-Catalunya,27,2,23394,66,17,17,2.0,6.0,16871,13.0,39,7.101,15.976,0,1680.0,0,0,2,-8.0,0.4090909090909091,0.19696969696969696,0.18234824222606186
1079_840_3,1079,840,117,4,2022,6,Spanish Grand Prix,Aston Martin,Circuit de Barcelona-Catalunya,46,3,23812,66,17,15,2.0,6.0,4979,19.0,20,18.013,7.536,0,2484.3333333333285,2,1,4,1.0,0.696969696969697,0.2878787878787879,0.16974648283611604
1079_842_1,1079,842,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,10,1,22008,66,14,14,6.0,16.0,5953,10.0,56,2.813,0.367,0,1694.0,0,2,2,-9.0,0.15151515151515152,0.15151515151515152,0.9937895825143683
1079_842_2,1079,842,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,29,2,27947,66,14,14,6.0,16.0,5074,19.0,37,3.068,29.648,0,1611.6666666666715,0,0,2,-2.0,0.4393939393939394,0.2878787878787879,0.27844959879387915
1079_842_3,1079,842,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,46,3,21838,66,14,14,6.0,16.0,5236,17.0,20,6.993,18.013,0,1459.3333333333285,0,0,3,-1.0,0.696969696969697,0.25757575757575757,0.17770506327628796
1079_844_1,1079,844,6,4,2022,6,Spanish Grand Prix,Ferrari,Circuit de Barcelona-Catalunya,21,1,21794,66,1,1,104.0,157.0,6058,21.0,45,,23.268,0,1401.3333333333285,0,0,0,2.0,0.3181818181818182,0.3181818181818182,
1079_846_1,1079,846,1,4,2022,6,Spanish Grand Prix,McLaren,Circuit de Barcelona-Catalunya,12,1,21916,66,11,7,35.0,46.0,3004,12.0,54,8.381,4.804,0,253.33333333332848,4,0,7,-7.0,0.18181818181818182,0.18181818181818182,0.2788934126496281
1079_846_2,1079,846,1,4,2022,6,Spanish Grand Prix,McLaren,Circuit de Barcelona-Catalunya,33,2,23341,66,11,6,35.0,46.0,3838,21.0,33,7.969,0.273,0,463.6666666666715,5,0,4,0.0,0.5,0.3181818181818182,0.8970411043993112
1079_846_3,1079,846,1,4,2022,6,Spanish Grand Prix,McLaren,Circuit de Barcelona-Catalunya,51,3,22165,66,11,8,35.0,46.0,4247,18.0,15,10.592,0.555,0,1760.3333333333285,3,1,2,0.0,0.7727272727272727,0.2727272727272727,0.7293532073344738
1079_847_2,1079,847,131,4,2022,6,Spanish Grand Prix,Mercedes,Circuit de Barcelona-Catalunya,36,2,22039,66,4,3,59.0,95.0,5002,23.0,30,3.256,27.318,0,1523.3333333333285,1,0,2,2.0,0.5454545454545454,0.3484848484848485,0.270275634350372
1079_847_3,1079,847,131,4,2022,6,Spanish Grand Prix,Mercedes,Circuit de Barcelona-Catalunya,51,3,22815,66,4,3,59.0,95.0,4059,15.0,15,13.216,14.013,0,741.6666666666715,1,0,1,-3.0,0.7727272727272727,0.22727272727272727,0.13695221410249553
1079_848_2,1079,848,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,25,2,22657,66,18,19,3.0,3.0,6038,14.0,41,7.153,3.646,0,2399.3333333333285,-1,0,0,-7.0,0.3787878787878788,0.21212121212121213,0.3378931528997801
1079_848_3,1079,848,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,45,3,23328,66,18,18,3.0,3.0,5100,20.0,21,12.996,,0,1905.0,0,1,2,2.0,0.6818181818181818,0.30303030303030304,
1079_848_4,1079,848,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,54,4,23404,66,18,18,3.0,3.0,5707,9.0,12,26.204,,0,922.6666666666715,0,0,4,-4.0,0.8181818181818182,0.13636363636363635,
1079_849_1,1079,849,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,12,1,23189,66,19,12,0.0,3.0,4428,12.0,54,1.123,2.315,0,1287.0,7,2,9,-7.0,0.18181818181818182,0.18181818181818182,0.7726906843029975
1079_849_2,1079,849,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,26,2,22311,66,19,18,0.0,3.0,4723,14.0,40,10.935,8.243,0,1485.3333333333285,1,0,1,-7.0,0.3939393939393939,0.21212121212121213,0.19197716216907723
1079_849_3,1079,849,3,4,2022,6,Spanish Grand Prix,Williams,Circuit de Barcelona-Catalunya,50,3,22761,66,19,15,0.0,3.0,4804,24.0,16,21.844,0.392,0,904.0,4,0,2,6.0,0.7575757575757576,0.36363636363636365,0.762165975320867
1079_852_1,1079,852,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,11,1,23083,66,13,9,10.0,16.0,4256,11.0,55,4.497,1.677,0,1127.3333333333285,4,0,4,-8.0,0.16666666666666666,0.16666666666666666,0.5554698936201082
1079_852_2,1079,852,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,32,2,22802,66,13,8,10.0,16.0,4767,21.0,34,3.238,5.617,0,1001.6666666666715,5,0,4,0.0,0.48484848484848486,0.3181818181818182,0.38708624652433643
1079_852_3,1079,852,213,4,2022,6,Spanish Grand Prix,AlphaTauri,Circuit de Barcelona-Catalunya,52,3,22316,66,13,9,10.0,16.0,5038,20.0,14,10.406,5.703,0,739.3333333333285,4,1,4,2.0,0.7878787878787878,0.30303030303030304,0.2368600857049229
1079_854_1,1079,854,210,4,2022,6,Spanish Grand Prix,Haas F1 Team,Circuit de Barcelona-Catalunya,12,1,23582,66,10,8,0.0,15.0,5882,12.0,54,4.804,2.123,0,2229.3333333333285,2,1,8,-7.0,0.18181818181818182,0.18181818181818182,0.4924999001428454
1079_854_2,1079,854,210,4,2022,6,Spanish Grand Prix,Haas F1 Team,Circuit de Barcelona-Catalunya,30,2,23127,66,10,11,0.0,15.0,5252,18.0,36,1.638,1.629,0,1517.0,-1,0,3,-3.0,0.45454545454545453,0.2727272727272727,0.7594478221712624
1079_855_1,1079,855,51,4,2022,6,Spanish Grand Prix,Alfa Romeo,Circuit de Barcelona-Catalunya,10,1,23109,66,15,16,1.0,31.0,5100,10.0,56,2.043,0.741,0,994.0,-1,3,3,-9.0,0.15151515151515152,0.15151515151515152,0.903005608110289
1080_1_1,1080,1,131,6,2022,7,Monaco Grand Prix,Mercedes,Circuit de Monaco,15,1,24796,64,8,9,46.0,120.0,15558,15.0,49,4.341,7.388,0,1219.3333333333285,-1,0,0,-11.0,0.234375,0.234375,0.306448786021739
1080_1_2,1080,1,131,6,2022,7,Monaco Grand Prix,Mercedes,Circuit de Monaco,22,2,24507,64,8,8,46.0,120.0,14813,7.0,42,12.454,5.062,1,1469.0,0,3,10,-15.0,0.34375,0.109375,0.23928939632126023
1080_1_3,1080,1,131,6,2022,7,Monaco Grand Prix,Mercedes,Circuit de Monaco,30,3,1186281,64,8,8,46.0,120.0,1215854,8.0,34,5.825,3.776,1,30186.66666666667,0,7,12,-12.5,0.46875,0.125,0.3559003810260092
1080_20_1,1080,20,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,6,1,24965,64,9,16,4.0,6.0,23195,6.0,58,0.811,2.523,0,2729.3333333333285,-7,0,1,-20.0,0.09375,0.09375,0.8360301077419303
1080_20_2,1080,20,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,23,2,25133,64,9,12,4.0,6.0,18490,17.0,41,1.906,8.623,0,1241.6666666666715,-3,0,12,-5.0,0.359375,0.265625,0.4480333200331078
1080_20_3,1080,20,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,30,3,1169495,64,9,11,4.0,6.0,1184178,7.0,34,3.161,2.796,1,26018.66666666667,-2,10,15,-13.5,0.46875,0.109375,0.5037620394505758
1080_4_1,1080,4,214,6,2022,7,Monaco Grand Prix,Alpine F1 Team,Circuit de Monaco,21,1,24526,64,7,7,4.0,34.0,18195,21.0,43,3.226,0.857,0,514.3333333333285,0,3,7,-5.0,0.328125,0.328125,0.7751333451075108
1080_4_2,1080,4,214,6,2022,7,Monaco Grand Prix,Alpine F1 Team,Circuit de Monaco,30,2,1182058,64,7,7,4.0,34.0,1210365,9.0,34,3.906,5.825,1,29019.0,0,6,11,-13.0,0.46875,0.140625,0.3503521889172113
1080_815_1,1080,815,9,6,2022,7,Monaco Grand Prix,Red Bull,Circuit de Monaco,16,1,24409,64,3,5,85.0,195.0,15292,16.0,48,1.011,2.919,0,573.0,-2,0,1,-10.0,0.25,0.25,0.7524321767406084
1080_815_2,1080,815,9,6,2022,7,Monaco Grand Prix,Red Bull,Circuit de Monaco,22,2,24536,64,3,1,85.0,195.0,18225,6.0,42,,4.828,1,3161.3333333333285,2,0,7,-16.0,0.34375,0.09375,
1080_817_1,1080,817,1,6,2022,7,Monaco Grand Prix,McLaren,Circuit de Monaco,19,1,26056,64,14,16,11.0,50.0,18432,19.0,45,13.632,0.64,0,278.3333333333285,-2,0,5,-7.0,0.296875,0.296875,0.6780994545866728
1080_822_1,1080,822,51,6,2022,7,Monaco Grand Prix,Alfa Romeo,Circuit de Monaco,20,1,25865,64,12,13,38.0,39.0,16807,20.0,44,0.039,5.912,0,1065.0,-1,0,6,-6.0,0.3125,0.3125,1.107139833529391
1080_822_2,1080,822,51,6,2022,7,Monaco Grand Prix,Alfa Romeo,Circuit de Monaco,30,2,1186699,64,12,10,38.0,39.0,1194881,10.0,34,1.814,3.161,1,23444.0,2,9,14,-12.0,0.46875,0.15625,0.5956928715163496
1080_830_1,1080,830,9,6,2022,7,Monaco Grand Prix,Red Bull,Circuit de Monaco,18,1,27009,64,4,4,110.0,195.0,17738,18.0,46,8.383,2.795,0,685.0,0,1,4,-8.0,0.28125,0.28125,0.3700803333812152
1080_830_2,1080,830,9,6,2022,7,Monaco Grand Prix,Red Bull,Circuit de Monaco,22,2,26930,64,4,3,110.0,195.0,19883,4.0,42,1.33,3.652,1,2105.3333333333285,1,1,8,-18.0,0.34375,0.0625,0.6441458563209695
1080_830_3,1080,830,9,6,2022,7,Monaco Grand Prix,Red Bull,Circuit de Monaco,30,3,1175575,64,4,3,110.0,195.0,1204161,8.0,34,2.451,5.253,1,39060.33333333333,1,2,7,-12.5,0.46875,0.125,0.44969431769244533
1080_832_2,1080,832,6,6,2022,7,Monaco Grand Prix,Ferrari,Circuit de Monaco,30,2,1174793,64,2,2,65.0,169.0,1202679,9.0,34,3.73,2.451,1,38772.66666666667,0,1,6,-13.0,0.46875,0.140625,0.5011875713323894
1080_839_2,1080,839,214,6,2022,7,Monaco Grand Prix,Alpine F1 Team,Circuit de Monaco,30,2,1186485,64,10,9,30.0,34.0,1211711,9.0,34,3.776,1.814,1,21747.66666666667,1,8,13,-13.0,0.46875,0.140625,0.5647462615136807
1080_840_1,1080,840,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,1,1,26731,64,18,19,2.0,6.0,0,1.0,63,12.347,21.154,0,,-1,0,0,-25.0,0.015625,0.015625,0.12006177914275044
1080_840_2,1080,840,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,2,2,32750,64,18,19,2.0,6.0,0,1.0,62,4.287,13.938,0,0.0,-1,1,3,-21.0,0.03125,0.015625,0.25608654730074903
1080_840_3,1080,840,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,24,3,25650,64,18,14,2.0,6.0,18300,22.0,40,1.047,8.63,0,863.3333333333285,4,0,7,1.5,0.375,0.34375,0.5923619449682209
1080_840_4,1080,840,117,6,2022,7,Monaco Grand Prix,Aston Martin,Circuit de Monaco,29,4,1174965,64,18,14,2.0,6.0,1199711,5.0,35,,4.407,1,34870.33333333333,4,0,0,-8.0,0.453125,0.078125,
1080_842_1,1080,842,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,2,1,35486,64,17,18,6.0,17.0,0,2.0,62,24.733,4.287,0,0.0,-1,0,2,-24.0,0.03125,0.03125,0.22800378839099233
1080_842_2,1080,842,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,22,2,28770,64,17,13,6.0,17.0,22735,20.0,42,5.614,11.202,1,1383.3333333333285,4,4,11,-2.0,0.34375,0.3125,0.23314821411392256
1080_842_3,1080,842,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,30,3,1169460,64,17,12,6.0,17.0,1186358,8.0,34,2.796,1.865,1,26383.0,5,11,16,-12.5,0.46875,0.125,0.6124753345581001
1080_844_1,1080,844,6,6,2022,7,Monaco Grand Prix,Ferrari,Circuit de Monaco,18,1,25710,64,1,3,104.0,169.0,19358,18.0,46,0.925,8.383,0,417.0,-2,0,3,-8.0,0.28125,0.28125,0.6260562415310363
1080_844_2,1080,844,6,6,2022,7,Monaco Grand Prix,Ferrari,Circuit de Monaco,21,2,28034,64,1,4,104.0,169.0,18404,3.0,43,6.466,2.65,0,8228.333333333328,-3,1,5,-19.0,0.328125,0.046875,0.4079131331442264
1080_844_3,1080,844,6,6,2022,7,Monaco Grand Prix,Ferrari,Circuit de Monaco,30,3,1176822,64,1,4,104.0,169.0,1206453,9.0,34,5.253,7.819,1,39659.66666666667,-3,3,8,-11.5,0.46875,0.140625,0.27331477783735586
1080_846_1,1080,846,1,6,2022,7,Monaco Grand Prix,McLaren,Circuit de Monaco,17,1,24872,64,5,7,39.0,50.0,15672,17.0,47,9.404,7.122,0,407.3333333333285,-2,0,2,-9.0,0.265625,0.265625,0.219239261773146
1080_846_2,1080,846,1,6,2022,7,Monaco Grand Prix,McLaren,Circuit de Monaco,22,2,24760,64,5,5,39.0,50.0,17829,5.0,42,14.192,3.218,1,2444.0,0,2,9,-17.0,0.34375,0.078125,0.30290330240442487
1080_846_3,1080,846,1,6,2022,7,Monaco Grand Prix,McLaren,Circuit de Monaco,30,3,1183029,64,5,6,39.0,50.0,1212933,8.0,34,6.957,3.906,1,35027.33333333333,-1,5,10,-12.5,0.46875,0.125,0.32950754824097583
1080_846_4,1080,846,1,6,2022,7,Monaco Grand Prix,McLaren,Circuit de Monaco,51,4,24607,64,5,6,39.0,50.0,19203,21.0,13,25.241,14.05,0,1424.3333333333285,-1,0,0,8.0,0.796875,0.328125,0.10455348652365037
1080_848_1,1080,848,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,18,1,27231,64,16,19,3.0,3.0,18335,18.0,46,16.908,14.327,0,158.0,-3,2,5,-8.0,0.28125,0.28125,0.12108530498537437
1080_848_2,1080,848,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,22,2,31518,64,16,19,3.0,3.0,40698,4.0,42,23.472,,1,4545.0,-3,5,12,-18.0,0.34375,0.0625,
1080_848_3,1080,848,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,29,3,1185676,64,16,18,3.0,3.0,1213827,7.0,35,10.132,,1,25336.0,-2,4,4,-13.5,0.453125,0.109375,
1080_849_1,1080,849,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,1,1,36773,64,19,20,0.0,3.0,0,1.0,63,21.154,,0,,-1,1,1,-25.0,0.015625,0.015625,
1080_849_2,1080,849,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,2,2,36351,64,19,20,0.0,3.0,0,1.0,62,13.938,,0,0.0,-1,2,4,-21.0,0.03125,0.015625,
1080_849_3,1080,849,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,19,3,26910,64,19,19,0.0,3.0,20384,17.0,45,2.98,5.422,0,216.33333333332848,0,2,7,-3.5,0.296875,0.265625,0.4069710120205512
1080_849_4,1080,849,3,6,2022,7,Monaco Grand Prix,Williams,Circuit de Monaco,29,4,1181839,64,19,17,0.0,3.0,1206787,10.0,35,13.556,10.132,1,26541.0,2,3,3,-3.0,0.453125,0.15625,0.1585313098596403
1080_852_1,1080,852,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,6,1,25068,64,11,17,11.0,17.0,16230,6.0,58,2.523,1.226,0,2270.0,-6,1,2,-20.0,0.09375,0.09375,0.7330852906289793
1080_852_2,1080,852,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,21,2,26021,64,11,15,11.0,17.0,18194,15.0,43,0.45,2.197,0,2761.6666666666715,-4,5,9,-7.0,0.328125,0.234375,1.00244841607973
1080_852_3,1080,852,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,29,3,1174444,64,11,15,11.0,17.0,1204783,8.0,35,4.407,1.355,1,38671.33333333333,-4,1,1,-12.5,0.453125,0.125,0.6095738912010341
1080_852_4,1080,852,213,6,2022,7,Monaco Grand Prix,AlphaTauri,Circuit de Monaco,56,4,25266,64,11,17,11.0,17.0,31919,27.0,8,29.143,,0,705.6666666666715,-6,0,0,14.0,0.875,0.421875,
1080_854_1,1080,854,210,6,2022,7,Monaco Grand Prix,Haas F1 Team,Circuit de Monaco,4,1,27637,64,15,17,0.0,15.0,14460,4.0,60,16.419,0.943,0,30282.0,-2,0,3,-22.0,0.0625,0.0625,0.5720766159561511
1080_854_2,1080,854,210,6,2022,7,Monaco Grand Prix,Haas F1 Team,Circuit de Monaco,17,2,36854,64,15,20,0.0,15.0,29856,13.0,47,26.625,,0,331.0,-5,1,3,-9.0,0.265625,0.203125,
1080_855_1,1080,855,51,6,2022,7,Monaco Grand Prix,Alfa Romeo,Circuit de Monaco,19,1,25594,64,20,17,1.0,39.0,18120,19.0,45,0.64,1.162,0,631.3333333333285,3,1,6,-7.0,0.296875,0.296875,1.0722907876627332
1080_855_2,1080,855,51,6,2022,7,Monaco Grand Prix,Alfa Romeo,Circuit de Monaco,29,2,1174235,64,20,16,1.0,39.0,1206416,10.0,35,1.355,13.556,1,40300.66666666667,4,2,2,-12.0,0.453125,0.15625,0.4933286424666957
1081_1_2,1081,1,131,73,2022,8,Azerbaijan Grand Prix,Mercedes,Baku City Circuit,33,2,20831,51,7,5,50.0,134.0,27981,24.0,18,4.825,11.054,1,104.66666666667152,2,3,3,5.0,0.6470588235294118,0.47058823529411764,0.2546338330160914
1081_20_1,1081,20,117,73,2022,8,Azerbaijan Grand Prix,Aston Martin,Baku City Circuit,9,1,20249,51,9,7,5.0,7.0,19302,9.0,42,0.554,2.237,0,392.0,2,4,4,-2.0,0.17647058823529413,0.17647058823529413,0.9524286632720368
1081_4_1,1081,4,214,73,2022,8,Azerbaijan Grand Prix,Alpine F1 Team,Baku City Circuit,18,1,20571,51,10,8,10.0,40.0,6395,18.0,33,3.09,3.264,0,1323.6666666666715,2,1,3,7.0,0.35294117647058826,0.35294117647058826,0.47902035349110317
1081_815_1,1081,815,9,73,2022,8,Azerbaijan Grand Prix,Red Bull,Baku City Circuit,16,1,23379,51,2,2,110.0,235.0,6749,16.0,35,8.078,1.064,0,1834.3333333333285,0,0,0,5.0,0.3137254901960784,0.3137254901960784,0.5946525461504173
1081_815_2,1081,815,9,73,2022,8,Azerbaijan Grand Prix,Red Bull,Baku City Circuit,33,2,22349,51,2,2,110.0,235.0,18190,17.0,18,16.425,22.752,1,806.3333333333285,0,1,1,-2.0,0.6470588235294118,0.3333333333333333,0.09949052693229368
1081_817_1,1081,817,1,73,2022,8,Azerbaijan Grand Prix,McLaren,Baku City Circuit,33,1,21794,51,12,7,11.0,59.0,31424,33.0,18,1.734,1.712,1,231.33333333332848,5,4,4,22.0,0.6470588235294118,0.6470588235294118,0.734496011117513
1081_822_1,1081,822,51,73,2022,8,Azerbaijan Grand Prix,Alfa Romeo,Baku City Circuit,33,1,20979,51,15,12,40.0,41.0,40944,33.0,18,10.674,25.055,1,1150.0,3,6,6,22.0,0.6470588235294118,0.6470588235294118,0.12404079126905904
1081_825_1,1081,825,210,73,2022,8,Azerbaijan Grand Prix,Haas F1 Team,Baku City Circuit,9,1,21555,51,16,14,15.0,15.0,22787,9.0,42,2.975,3.494,0,114.0,2,7,7,-2.0,0.17647058823529413,0.17647058823529413,0.4740912411517243
1081_830_1,1081,830,9,73,2022,8,Azerbaijan Grand Prix,Red Bull,Baku City Circuit,18,1,21468,51,3,1,125.0,235.0,5238,18.0,33,,3.073,0,916.0,2,0,2,7.0,0.35294117647058826,0.35294117647058826,
1081_830_2,1081,830,9,73,2022,8,Azerbaijan Grand Prix,Red Bull,Baku City Circuit,33,2,20722,51,3,1,125.0,235.0,12387,15.0,18,,16.425,1,662.3333333333285,2,0,0,-4.0,0.6470588235294118,0.29411764705882354,
1081_839_1,1081,839,214,73,2022,8,Azerbaijan Grand Prix,Alpine F1 Team,Baku City Circuit,33,1,22638,51,13,10,30.0,40.0,36053,33.0,18,13.227,1.212,1,159.0,3,5,5,22.0,0.6470588235294118,0.6470588235294118,0.5223684533305303
1081_840_1,1081,840,117,73,2022,8,Azerbaijan Grand Prix,Aston Martin,Baku City Circuit,30,1,22059,51,19,14,2.0,7.0,5533,30.0,21,9.174,16.158,0,501.3333333333285,5,0,1,19.0,0.5882352941176471,0.5882352941176471,0.15657160923878358
1081_842_1,1081,842,213,73,2022,8,Azerbaijan Grand Prix,AlphaTauri,Baku City Circuit,9,1,22698,51,6,5,6.0,17.0,17544,9.0,42,6.606,4.852,0,387.6666666666715,1,2,2,-2.0,0.17647058823529413,0.17647058823529413,0.30235690102554214
1081_846_1,1081,846,1,73,2022,8,Azerbaijan Grand Prix,McLaren,Baku City Circuit,20,1,21443,51,11,8,48.0,59.0,5584,20.0,31,0.0,2.957,0,1291.6666666666715,3,0,2,9.0,0.39215686274509803,0.39215686274509803,1.2527167045741723
1081_847_1,1081,847,131,73,2022,8,Azerbaijan Grand Prix,Mercedes,Baku City Circuit,9,1,20538,51,5,4,84.0,134.0,15256,9.0,42,16.348,6.606,0,137.66666666667152,1,1,1,-2.0,0.17647058823529413,0.17647058823529413,0.1891186835920891
1081_847_2,1081,847,131,73,2022,8,Azerbaijan Grand Prix,Mercedes,Baku City Circuit,33,2,20527,51,5,3,84.0,134.0,21327,24.0,18,22.752,25.475,1,173.33333333332848,2,2,2,5.0,0.6470588235294118,0.47058823529411764,0.07987320028077353
1081_848_1,1081,848,3,73,2022,8,Azerbaijan Grand Prix,Williams,Baku City Circuit,9,1,25577,51,17,16,3.0,3.0,23892,9.0,42,0.82,0.722,0,832.0,1,8,8,-2.0,0.17647058823529413,0.17647058823529413,1.1301706423657643
1081_848_2,1081,848,3,73,2022,8,Azerbaijan Grand Prix,Williams,Baku City Circuit,29,2,21540,51,17,15,3.0,3.0,4911,20.0,22,5.058,35.897,0,900.0,2,0,0,1.0,0.5686274509803921,0.39215686274509803,0.19217345497754212
1081_849_1,1081,849,3,73,2022,8,Azerbaijan Grand Prix,Williams,Baku City Circuit,3,1,29395,51,18,20,0.0,3.0,4052,3.0,48,4.094,,0,5708.5,-2,0,0,-8.0,0.058823529411764705,0.058823529411764705,
1081_849_2,1081,849,3,73,2022,8,Azerbaijan Grand Prix,Williams,Baku City Circuit,17,2,22069,51,18,19,0.0,3.0,6587,14.0,34,26.388,,0,1485.6666666666715,-1,0,1,-5.0,0.3333333333333333,0.27450980392156865,
1081_852_1,1081,852,213,73,2022,8,Azerbaijan Grand Prix,AlphaTauri,Baku City Circuit,9,1,23083,51,8,8,11.0,17.0,19621,9.0,42,2.237,0.378,0,308.3333333333285,0,5,5,-2.0,0.17647058823529413,0.17647058823529413,1.0346174247060813
1081_854_1,1081,854,210,73,2022,8,Azerbaijan Grand Prix,Haas F1 Team,Baku City Circuit,9,1,26973,51,20,18,0.0,15.0,25403,9.0,42,6.458,34.177,0,314.3333333333285,2,9,9,-2.0,0.17647058823529413,0.17647058823529413,0.16251187068502587
1081_854_2,1081,854,210,73,2022,8,Azerbaijan Grand Prix,Haas F1 Team,Baku City Circuit,23,2,22231,51,20,17,0.0,15.0,8168,14.0,28,6.057,38.326,0,2206.0,3,0,0,-5.0,0.45098039215686275,0.27450980392156865,0.16713174306030684
